ward,type,location,year,est_cost,id,address,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
14,Sidewalk Menu,3838 W 51ST ST,2021,11012.47,12913,3838 W 51ST ST,census,"c(-87.720192931, 41.800604643)",14013,13,5930541.86445,10620.882275,14
23,Sidewalk Menu,3838 W 56TH PL,2022,810.9,20583,3838 W 56TH PL,census,"c(-87.719174881, 41.7905534610001)",23033,33,2661709.99735,7653.61435792,23
23,Sidewalk Menu,3838 W 62ND ST,2018,6548.81,20296,3838 W 62ND ST,census,"c(-87.718896795, 41.780546574)",23032,32,3019201.44554,8023.23279971,23
22,Street Light Upgrade,3839 W 31ST ST,2012,350,18708,3839 W 31ST ST,census,"c(-87.7210278809999, 41.8369357620001)",22010,10,9027011.4691,12704.9299023,22
22,Miscellaneous CDOT Projects,3839 W CERMAK RD,2019,123.529411764706,19021,3839 W CERMAK RD,google,"c(-87.7214984, 41.8513177)",22019,19,1836916.65543,7959.56008423,22
13,Sidewalk Menu,3840 W 68TH PL,2019,4595.26,11284,3840 W 68TH PL,google,"c(-87.7192518, 41.7688979)",13044,44,2216841.32879,7328.89032368,13
30,Curb/Gutter Menu - Change Order,3840 W Altgeld,2010,6142,25957,3840 W Altgeld,google,"c(-87.7235107, 41.9264644)",31039,39,3096107.67339,7319.23003654,31
33,California Park Spray Feature,3843 N CALIFORNIA AVE,2016,33500,29136,3843 N CALIFORNIA AVE,google,"c(-87.6970874, 41.9517076)",33010,10,3243295.05442,9667.4467687,33
12,Street Lighting,3843 S WASHTENAW AV,2007,500,9577,3843 S WASHTENAW AV,google,"c(-87.6919787, 41.8235541)",12017,17,3451690.18039,12109.081656,12
28,Street Light Upgrade,3844 W MADISON ST,2012,350,24360,3844 W MADISON ST,census,"c(-87.721953865, 41.8807791930001)",28013,13,2220852.44805,5994.87358573,28
12,Alley Apron Menu,3845 S FRANCISCO AVE,2019,10813.52,10167,3845 S FRANCISCO AVE,census,"c(-87.697075651, 41.8238972770001)",12012,12,3772903.16588,8409.78860333,12
12,Alley Apron Menu,3845 S WOOD ST,2022,14107.49,10340,3845 S WOOD ST,google,"c(-87.6699536, 41.8236588)",12019,19,11619912.7174,17662.0470322,12
28,Street Light Upgrade Menu,3845 W VAN BUREN ST,2016,550,24583,3845 W VAN BUREN ST,google,"c(-87.7224283, 41.8751094)",28017,17,1542387.08353,5566.59528111,28
38,Street Light Upgrade Menu,3846 N OCONTO AVE,2022,500,33943,3846 N OCONTO AVE,census,"c(-87.8083772969999, 41.94973902)",38003,3,3103820.47872,7703.10043422,38
30,Sidewalk Menu,3847 W ADDISON ST,2018,3319.11,26477,3847 W ADDISON ST,google,"c(-87.7243651, 41.9464114)",30032,32,1362514.28066,6107.07927086,30
10,Sidewalk Menu,3848 E 105TH ST,2020,20750.01,8369,3848 E 105TH ST,google,"c(-87.5297523, 41.704732)",10029,29,3720032.47776,9200.77985718,10
23,Alley Speed Hump Menu,3848 W 55TH ST,2022,350,20562,3848 W 55TH ST,google,"c(-87.7202247, 41.7934734)",23039,39,2443525.10784,7316.25084235,23
18,Sidewalk Menu,3848 W 78TH PL,2018,11259.06,16041,3848 W 78TH PL,census,"c(-87.71930123, 41.7506904730001)",18002,2,3718826.40513,10912.9736026,18
13,Hurley School - Soccer Field,3849 W 69TH PL,2018,60000,11142,3849 W 69TH PL,census,"c(-87.718786345, 41.766871618)",13041,41,4772204.4674,13474.1214404,13
13,Hurley School New Playground,3849 W 69TH PL,2020,325000,11366,3849 W 69TH PL,census,"c(-87.718786345, 41.766871618)",13041,41,4772204.4674,13474.1214404,13
14,Miscellaneous-CDOT,3850 S. Sacramento,2007,1201,11894,3850 S. Sacramento,google,"c(-87.6998009, 41.8229546)",12012,12,3772903.16588,8409.78860333,12
13,Sidewalk Menu,3850 W 68TH PL,2019,4049.87,11286,3850 W 68TH PL,google,"c(-87.7196283, 41.7688946)",13044,44,2216841.32879,7328.89032368,13
27,POD Camera,3850 W. Chicago,2010,20000,23513,3850 W. Chicago,google,"c(-87.7231728, 41.8955207)",37013,13,1776312.70157,6000.15164519,37
45,Sidewalk Menu,3851 N KEYSTONE AVE,2016,17724.56,39465,3851 N KEYSTONE AVE,census,"c(-87.729130507, 41.950939669)",45004,4,3258683.43093,7935.77020228,45
13,Sidewalk Menu,3853 W 69TH ST,2019,2200.51,11321,3853 W 69TH ST,census,"c(-87.7188943259999, 41.7677829590001)",13041,41,4772204.4674,13474.1214404,13
30,Curb & Gutter Menu,3853 W ADDISON ST,2019,19476.3,26551,3853 W ADDISON ST,google,"c(-87.7245536, 41.9462068)",30032,32,1362514.28066,6107.07927086,30
13,Sidewalk Menu,3854 W 68TH ST,2017,24492.39,11076,3854 W 68TH ST,census,"c(-87.718979529, 41.769615973)",13044,44,2216841.32879,7328.89032368,13
13,Sidewalk Menu,3854 W 71ST ST,2017,873.52,11085,3854 W 71ST ST,census,"c(-87.719191402, 41.764147343)",13041,41,4772204.4674,13474.1214404,13
28,Miscellaneous CDOT Projects,3855 W JACKSON BLVD,2019,3361.68176470588,24704,3855 W JACKSON BLVD,census,"c(-87.722342941, 41.8771238890001)",28037,37,2186236.52991,5952.41582881,28
35,Street Light Upgrade,3855 W LAWRENCE AVE,2012,350,30839,3855 W LAWRENCE AVE,google,"c(-87.7248422, 41.9680284)",35030,30,2289074.3407,6978.18288547,35
33,Street Light Upgrade Menu,3857 N ALBANY AVE,2021,500,29376,3857 N ALBANY AVE,google,"c(-87.705261, 41.9519464)",33006,6,1986155.2929,5983.50690088,33
28,Street Light Upgrade Menu,3857 W VAN BUREN ST,2016,550,24583,3857 W VAN BUREN ST,census,"c(-87.7221515259999, 41.875305881)",28017,17,1542387.08353,5566.59528111,28
26,Street Light Upgrade Menu,3858 W DIVISION ST,2019,500,22996,3858 W DIVISION ST,census,"c(-87.72312477, 41.902703221)",37012,12,1645566.83921,6755.3206472,37
28,Street Light Upgrade,3858 W MADISON ST,2012,350,24359,3858 W MADISON ST,census,"c(-87.7222256969999, 41.8807754380001)",28013,13,2220852.44805,5994.87358573,28
13,Bollard Menu,3858 W MARQUETTE RD,2016,375.88,10936,3858 W MARQUETTE RD,census,"c(-87.719111794, 41.771435604)",13034,34,2661601.21225,8649.01745672,13
28,High Definition Camera,3858 W. Jackson,2012,1800,24366,3858 W. Jackson,google,"c(-87.7228472, 41.877348)",28037,37,2186236.52991,5952.41582881,28
14,Sidewalk Menu,3859 W 47TH ST,2022,13136.35,12969,3859 W 47TH ST,census,"c(-87.720610865, 41.80790345)",14013,13,5930541.86445,10620.882275,14
13,Sidewalk Menu,3859 W MARQUETTE RD,2019,1278.65,11282,3859 W MARQUETTE RD,census,"c(-87.719111471, 41.7714246420001)",13044,44,2216841.32879,7328.89032368,13
13,POD Camera,3859 W. 69 th Pl.,2009,13000,10660,3859 W. 69 th Pl.,census,"c(-87.7190005529999, 41.766868683)",13041,41,4772204.4674,13474.1214404,13
24,POD Camera,3860 W. Polk,2006,24000,20733,3860 W. Polk,google,"c(-87.722709, 41.871024)",24017,17,1899940.948,6519.84259128,24
10,Miscellaneous-CDOT,3900 E. 106 th St. - Tree Grates,2008,3142,7812,3900 E. 106 th St. - Tree Grates,google,"c(-87.5291839, 41.7028795)",10032,32,2466700.33008,8505.32977742,10
46,Curb & Gutter Menu,3900 N LAKE SHORE DR,2018,7463.74,40142,3900 N LAKE SHORE DR,census,"c(-87.64501539, 41.952984035)",46028,28,397884.274355,2872.14893618,46
13,Alley Apron Menu,3900 W 55TH PL,2017,18378.04,11042,3900 W 55TH PL,census,"c(-87.7208779119999, 41.792327266)",13003,3,2217944.67954,6970.27353904,13
23,1 - PTZ Camera - 3900 W 62nd Place,3900 W 62ND PL,2022,24776,20550,3900 W 62ND PL,census,"c(-87.720479585, 41.7796099350001)",23030,30,2988522.9006,8327.75797422,23
13,Street Speed Hump Menu,3900 W 66TH ST,2017,3700,11100,3900 W 66TH ST,census,"c(-87.720316409, 41.773233571)",13034,34,2661601.21225,8649.01745672,13
13,Alley Apron Menu,3900 W 66TH ST,2018,10599.88,11112,3900 W 66TH ST,census,"c(-87.720316409, 41.773233571)",13034,34,2661601.21225,8649.01745672,13
13,Sidewalk Menu,3900 W 68TH ST,2018,3419.92,11195,3900 W 68TH ST,google,"c(-87.720244, 41.7698003)",13044,44,2216841.32879,7328.89032368,13
13,Alley Apron Menu,3900 W 69TH PL,2019,8833.75,11242,3900 W 69TH PL,census,"c(-87.720158026, 41.7668660950001)",13041,41,4772204.4674,13474.1214404,13
13,Bollard Menu,3900 W 71 ST,2007,1428,10524,3900 W 71 ST,google,"c(-87.7202247, 41.7643414)",13041,41,4772204.4674,13474.1214404,13
24,Alley Resurfacing Menu,3900 W ARTHINGTON ST,2016,38077.54,21061,3900 W ARTHINGTON ST,census,"c(-87.723049121, 41.869844825)",24017,17,1899940.948,6519.84259128,24
45,Sidewalk Menu,3900 W BYRON ST,2017,28333.97,39525,3900 W BYRON ST,census,"c(-87.7251674669999, 41.951874177)",45003,3,2861968.34098,8265.94047093,45
30,Street Speed Hump Menu,3900 W GEORGE ST,2019,1175,26604,3900 W GEORGE ST,census,"c(-87.724630552, 41.9336528420001)",30018,18,1979398.97048,6924.59960014,30
26,Street Resurfacing Menu,3900 W LE MOYNE ST,2020,12187.93,23056,3900 W LE MOYNE ST,google,"c(-87.7240324, 41.9080927)",26016,16,875597.502266,3988.54211886,26
30,Street Lighting,3900 W WRIGHTWOOD AVE,2011,350,26020,3900 W WRIGHTWOOD AVE,census,"c(-87.724530384, 41.9281849600001)",31040,40,4343880.84323,10020.3848222,31
47,Sidewalk Menu,3901 N HAMILTON AVE,2020,6679.49,41248,3901 N HAMILTON AVE,google,"c(-87.6820551, 41.9524452)",47035,35,1689428.30758,5207.41554366,47
4,POD Camera,3901 S. Vincennes,2010,13000,3378,3901 S. Vincennes,google,"c(-87.612337, 41.823739)",04032,32,3593948.87604,9235.87416624,4
23,1 - PTZ Camera - 3901 W 62nd St,3901 W 62ND ST,2022,24776,20551,3901 W 62ND ST,google,"c(-87.7205337, 41.7802779)",23030,30,2988522.9006,8327.75797422,23
13,Curb & Gutter Menu,3901 W 63RD PL,2017,495.72,11054,3901 W 63RD PL,google,"c(-87.7204721, 41.7775692)",13034,34,2661601.21225,8649.01745672,13
13,Sidewalk Menu,3901 W 68TH ST,2019,2016.92,11287,3901 W 68TH ST,google,"c(-87.7202611, 41.7693777)",13044,44,2216841.32879,7328.89032368,13
30,Sidewalk Menu,3901 W ADDISON ST,2020,10112.36,26653,3901 W ADDISON ST,census,"c(-87.724993292, 41.9464010390001)",30015,15,2873856.59069,8696.36387143,30
14,Miscellaneous-CDOT,3902 S. Albany,2007,5804,11895,3902 S. Albany,google,"c(-87.7022315, 41.8223294)",12020,20,3192216.46868,9135.05150789,12
33,Sidewalk Menu,3904 N MOZART ST,2018,1823.24,29246,3904 N MOZART ST,census,"c(-87.6994210399999, 41.9522996210001)",33010,10,3243295.05442,9667.4467687,33
13,Sidewalk Menu,3906 W 68TH ST,2019,2782.48,11289,3906 W 68TH ST,census,"c(-87.720318999, 41.7695940140001)",13044,44,2216841.32879,7328.89032368,13
13,Sidewalk Menu,3907 W MARQUETTE RD,2019,592.92,11343,3907 W MARQUETTE RD,census,"c(-87.720368515, 41.771404035)",13044,44,2216841.32879,7328.89032368,13
13,Sidewalk Menu,3909 W 68TH ST,2019,3474.53,11290,3909 W 68TH ST,census,"c(-87.720350894, 41.769582524)",13044,44,2216841.32879,7328.89032368,13
28,Miscellaneous CDOT Projects,3910 W JACKSON BLVD,2019,3361.68176470588,24704,3910 W JACKSON BLVD,census,"c(-87.723514754, 41.8771193530001)",28037,37,2186236.52991,5952.41582881,28
13,Sidewalk Menu,3911 W 67TH PL,2016,2465.56,11000,3911 W 67TH PL,census,"c(-87.720407374, 41.770493017)",13044,44,2216841.32879,7328.89032368,13
22,Alley Resurfacing Menu,3916 W 26TH ST,2019,14562.175,19005,3916 W 26TH ST,census,"c(-87.722833156, 41.8442820130001)",22004,4,2004461.97239,6005.13683568,22
28,Pedestrian Refuge Island Menu,3916 W WASHINGTON BLVD,2019,26334.11,24706,3916 W WASHINGTON BLVD,google,"c(-87.7238546, 41.8823196)",28013,13,2220852.44805,5994.87358573,28
28,Pedestrian Refuge Island Menu,3916 W WASHINGTON BLVD,2019,2388.02,24707,3916 W WASHINGTON BLVD,google,"c(-87.7238546, 41.8823196)",28013,13,2220852.44805,5994.87358573,28
45,Sidewalk Menu,3917 N KEELER AVE,2017,13774,39519,3917 N KEELER AVE,census,"c(-87.728274229, 41.820754354)",14002,2,21676579.7997,19383.4254643,14
47,Street Light Upgrade Menu,3919 N OAKLEY AVE,2021,500,41322,3919 N OAKLEY AVE,google,"c(-87.6857168, 41.9528502)",47003,3,1814678.26641,6628.53045696,47
13,Sidewalk Menu,3923 W 58TH ST,2022,3033.31,11563,3923 W 58TH ST,google,"c(-87.7215224, 41.7875848)",13003,3,2217944.67954,6970.27353904,13
13,Street Light Upgrade,3925 W 64TH ST,2013,400,10827,3925 W 64TH ST,census,"c(-87.720793573, 41.7768503410001)",13034,34,2661601.21225,8649.01745672,13
30,Street Light Upgrade,3925 W EDDY ST,2012,350,26119,3925 W EDDY ST,census,"c(-87.725451654, 41.945484902)",30015,15,2873856.59069,8696.36387143,30
33,Sidewalk Menu,3929 N MOZART ST,2018,2503.32,29247,3929 N MOZART ST,census,"c(-87.6994277539999, 41.9530721460001)",33010,10,3243295.05442,9667.4467687,33
4,Alley Resurfacing Menu,3932 S LAKE PARK AVE,2015,17487,3560,3932 S LAKE PARK AVE,google,"c(-87.6034093, 41.8237186)",04004,4,7165561.13062,12756.2117471,4
4,Alley Resurfacing Menu,3932 S LAKE PARK AVE,2016,11296.44,3597,3932 S LAKE PARK AVE,google,"c(-87.6034093, 41.8237186)",04004,4,7165561.13062,12756.2117471,4
12,Bollard Menu,3932 S ROCKWELL ST,2007,714,9532,3932 S ROCKWELL ST,census,"c(-87.693327843, 41.952825062)",47046,46,6258625.78136,11540.9920859,47
28,Miscellaneous CDOT Projects,3932 W JACKSON BLVD,2020,3066.66666666667,24751,3932 W JACKSON BLVD,census,"c(-87.723970464, 41.877113787)",28037,37,2186236.52991,5952.41582881,28
3,Street Light Upgrade Menu,3933 S INDIANA AVE,2022,500,3202,3933 S INDIANA AVE,census,"c(-87.621575036, 41.823078051)",03020,20,2977917.58823,7461.07748262,3
28,Miscellaneous CDOT Projects,3933 W JACKSON BLVD,2020,3066.66666666667,24751,3933 W JACKSON BLVD,census,"c(-87.7239841909999, 41.8771026700001)",28037,37,2186236.52991,5952.41582881,28
33,Sidewalk Menu,3934 N ALBANY AVE,2017,3672.77,29199,3934 N ALBANY AVE,google,"c(-87.7058401, 41.9532348)",33006,6,1986155.2929,5983.50690088,33
13,Sidewalk Menu,3934 W 69TH ST,2019,3938.75,11293,3934 W 69TH ST,census,"c(-87.720718671, 41.7677660360001)",13044,44,2216841.32879,7328.89032368,13
18,Street Light Upgrade Menu,3934 W 86TH ST,2022,7000,16213,3934 W 86TH ST,census,"c(-87.7203759659999, 41.7367108170001)",18036,36,3699813.56942,9154.88764373,18
31,Sidewalk Menu,3935 W WRIGHTWOOD AVE,2016,21259.49,27499,3935 W WRIGHTWOOD AVE,census,"c(-87.725783094, 41.9281555270001)",31039,39,3096107.67339,7319.23003654,31
47,Street Light Upgrade Menu,3937 N LINCOLN AVE,2018,500,41164,3937 N LINCOLN AVE,census,"c(-87.6781891269999, 41.953360882)",47029,29,1665655.88795,7037.56171719,47
33,Miscellaneous CDOT Projects,3937 N MOZART ST,2018,875,29239,3937 N MOZART ST,census,"c(-87.699433459, 41.9533060380001)",33010,10,3243295.05442,9667.4467687,33
13,Sidewalk Menu,3937 W 68TH ST,2019,4327.96,11291,3937 W 68TH ST,google,"c(-87.7215915, 41.7693666)",13044,44,2216841.32879,7328.89032368,13
10,Sidewalk Menu,3938 E 112TH ST,2020,278.87,8376,3938 E 112TH ST,census,"c(-87.527985939, 41.6918250850001)",10019,19,2906904.55996,8782.02792969,10
33,Street Speed Hump Menu,3938 N ST LOUIS AVE,2021,2350,29389,3938 N ST LOUIS AVE,google,"c(-87.7156129, 41.9531907)",35026,26,2218119.82234,7990.53939454,35
13,Sidewalk Menu,3938 W 58TH PL,2019,3149.56,11318,3938 W 58TH PL,census,"c(-87.721542503, 41.786877578)",13003,3,2217944.67954,6970.27353904,13
13,Miscellaneous Other,3939 W 66TH ST,2013,1171,10829,3939 W 66TH ST,census,"c(-87.7209349459999, 41.773212943)",13034,34,2661601.21225,8649.01745672,13
38,Alley Apron Menu,3940 N PITTSBURGH AVE,2022,22846.19,33935,3940 N PITTSBURGH AVE,census,"c(-87.832986074, 41.9508686190001)",38028,28,5187151.42332,11779.4283722,38
46,Miscellaneous CDOT Projects,3940 N SHERIDAN RD,2022,3900,40273,3940 N SHERIDAN RD,google,"c(-87.6548475, 41.9538408)",46005,5,1399448.65175,5023.72243528,46
13,Sidewalk Menu,3940 W 58TH PL,2017,3189.46,11073,3940 W 58TH PL,census,"c(-87.7215854839999, 41.7868767580001)",13003,3,2217944.67954,6970.27353904,13
47,Alley Apron Menu,3941 N OAKLEY AVE,2020,27777.82,41216,3941 N OAKLEY AVE,google,"c(-87.6857739, 41.9535121)",47003,3,1814678.26641,6628.53045696,47
38,Alley Apron Menu,3941 N PIONEER AVE,2022,19289.08,33936,3941 N PIONEER AVE,census,"c(-87.831743886, 41.9509010900001)",38028,28,5187151.42332,11779.4283722,38
38,Alley Apron Menu,3942 N PACIFIC AVE,2022,17819.14,33937,3942 N PACIFIC AVE,census,"c(-87.826943719, 41.9510477860001)",38017,17,3325003.37398,9591.92560623,38
38,Alley Apron Menu,3943 N PONTIAC AVE,2022,23503.8,33938,3943 N PONTIAC AVE,census,"c(-87.835441552, 41.9512144060001)",38028,28,5187151.42332,11779.4283722,38
47,Street Light Upgrade Menu,3943 N WOLCOTT AVE,2018,500,41164,3943 N WOLCOTT AVE,census,"c(-87.672748543, 41.822764201)",12019,19,11619912.7174,17662.0470322,12
13,Sidewalk Menu,3943 W 66TH ST,2021,2617.24,11425,3943 W 66TH ST,census,"c(-87.721000089, 41.7732119880001)",13034,34,2661601.21225,8649.01745672,13
47,Curb & Gutter Menu,3944 N CLAREMONT AVE,2022,42227.82,41361,3944 N CLAREMONT AVE,census,"c(-87.687220925, 41.952758278)",47046,46,6258625.78136,11540.9920859,47
45,Chicago Park District,3945 N SPRINGFIELD AVE,2014,100000,39397,3945 N SPRINGFIELD AVE,census,"c(-87.725059296, 41.9522813660001)",45003,3,2861968.34098,8265.94047093,45
13,Sidewalk Menu,3945 W 66TH ST,2019,5060.44,11333,3945 W 66TH ST,census,"c(-87.7210326599999, 41.7732115110001)",13034,34,2661601.21225,8649.01745672,13
23,Curb & Gutter Menu,3948 W 61ST ST,2019,1972.98,20356,3948 W 61ST ST,google,"c(-87.7224074, 41.7824993)",23030,30,2988522.9006,8327.75797422,23
38,Miscellaneous Other,3949 N HARLEM AVE,2012,196755,33504,3949 N HARLEM AVE,census,"c(-87.807210955, 41.9514617670001)",38003,3,3103820.47872,7703.10043422,38
14,Miscellaneous-CDOT,3949 S. Albany,2007,4361,11892,3949 S. Albany,google,"c(-87.7018471, 41.82113)",12020,20,3192216.46868,9135.05150789,12
13,Curb & Gutter Menu,3949 W 58TH ST,2018,1301.16,11133,3949 W 58TH ST,google,"c(-87.722524, 41.7875615)",13003,3,2217944.67954,6970.27353904,13
38,Alley Apron Menu,3954 N OLCOTT AVE,2021,12145.03,33873,3954 N OLCOTT AVE,census,"c(-87.814604678, 41.9515311550001)",38013,13,3734249.66972,9115.23648943,38
23,Sidewalk Menu,3955 W 61ST ST,2021,10705.43,20506,3955 W 61ST ST,google,"c(-87.7221567, 41.7820962)",23030,30,2988522.9006,8327.75797422,23
13,Bollard Menu,3955 W 63 PL,2010,4839,10671,3955 W 63 PL,google,"c(-87.7218464, 41.7775593)",13034,34,2661601.21225,8649.01745672,13
23,Bollard Menu,3958 W 55TH ST,2021,1581.2,20490,3958 W 55TH ST,census,"c(-87.722226716, 41.793222465)",23026,26,5818413.35227,10687.6638583,23
28,Alley Resurfacing Menu,3960 W MADISON ST,2016,5909.62,24560,3960 W MADISON ST,census,"c(-87.724712325, 41.880745512)",28013,13,2220852.44805,5994.87358573,28
30,Sidewalk Menu,3963 W BELMONT AVE,2016,9903.5,26341,3963 W BELMONT AVE,census,"c(-87.726566909, 41.9390976600001)",30025,25,2271837.13802,7296.3605607,30
26,2 POD Cameras: 4001 W. North Ave & 3966 W. Grand Ave,3966 W GRAND AVE,2020,24776,23031,3966 W GRAND AVE,census,"c(-87.725787216, 41.9059163820001)",26045,45,1149218.6035500001,4960.39031722,26
30,Sidewalk Menu,3986 W BARRY AVE,2018,16484.68,26463,3986 W BARRY AVE,google,"c(-87.7267844, 41.9374673)",30025,25,2271837.13802,7296.3605607,30
28,Street Light Upgrade Menu,40 N LATROBE AVE,2018,401.4775,24663,40 N LATROBE AVE,census,"c(-87.75632226, 41.8813035370001)",28014,14,1520547.77919,5839.15465097,28
9,Sidewalk Menu,400 E 90TH ST,2019,7850.29,7217,400 E 90TH ST,census,"c(-87.634372099, 41.730892571)",21044,44,8752281.57583,15804.7107264,21
42,POD CAMERA - 400 E. RIVER DR,400 E RIVER DR,2018,27011,36956,400 E RIVER DR,google,"c(-87.6179193, 41.8891085)",42031,31,1267147.28818,5380.73021397,42
42,Miscellaneous-CDOT,400 East Randolph,2009,10000,36523,400 East Randolph,google,"c(-87.6168638, 41.885003)",42006,6,252022.659523,2128.49015982,42
42,POD CAMERA: N McClurg Ct. & E. North Water St.,400 N MCCLURG CT,2019,24776,36981,400 N MCCLURG CT,census,"c(-87.61761568, 41.8891445020001)",42031,31,1267147.28818,5380.73021397,42
42,Sidewalk Menu,400 N WELLS ST,2016,14586.2,36872,400 N WELLS ST,google,"c(-87.6318922, 41.8893203)",42032,32,1918134.52547,5984.74019389,42
11,Viaduct Improvement Menu,400 W 32ND ST,2019,55449.44,9213,400 W 32ND ST,census,"c(-87.637141752, 41.836351316)",11020,20,1567614.52802,5611.11836073,11
11,Viaduct Improvement Menu,400 W 35TH ST,2019,67903,9212,400 W 35TH ST,census,"c(-87.616766404, 41.8312281290001)",04036,36,2764377.88015,7770.80334503,4
43,Street Light Upgrade Menu,400 W ROSLYN PL,2016,7000,37853,400 W ROSLYN PL,census,"c(-87.639395022, 41.9280480050001)",43027,27,565310.090889,3068.30324811,43
47,Miscellaneous CDOT Projects,4000 N CLARK ST,2016,5000,41004,4000 N CLARK ST,census,"c(-87.662337619, 41.9545116460001)",47024,24,1581896.3235,6047.37864549,47
47,Tree Planting in Various Locations in the Ward,4000 N GREENVIEW AVE,2018,491.666666666667,41173,4000 N GREENVIEW AVE,census,"c(-87.667531055, 41.9543837200001)",47024,24,1581896.3235,6047.37864549,47
4,Traffic Signal,4000 S DREXEL BLVD,2015,230,3593,4000 S DREXEL BLVD,census,"c(-87.60580648, 41.8213975030001)",04032,32,3593948.87604,9235.87416624,4
3,POD Cameras - 3 locations (47th & Vincennes cancelled),4000 S PRAIRIE AVE,2017,20258.25,2942,4000 S PRAIRIE AVE,google,"c(-87.6199335, 41.8220108)",03020,20,2977917.58823,7461.07748262,3
13,Street Speed Hump Menu,4000 W 58TH ST,2018,1850,11230,4000 W 58TH ST,google,"c(-87.7230726, 41.7877446)",13003,3,2217944.67954,6970.27353904,13
24,Alley Resurfacing Menu,4000 W ARTHINGTON ST,2016,33607.06,21062,4000 W ARTHINGTON ST,census,"c(-87.7254633059999, 41.8700324800001)",24017,17,1899940.948,6519.84259128,24
26,Street Resurfacing Menu (1-5),4000 W WABANSIA AVE,2020,13959.205,23050,4000 W WABANSIA AVE,google,"c(-87.7263847, 41.9117015)",26047,47,1546021.64279,5937.48888192,26
26,2 POD Cameras: 4001 W. North Ave & 3966 W. Grand Ave,4001 W NORTH AVE,2020,24776,23031,4001 W NORTH AVE,census,"c(-87.727232866, 41.9098622450001)",26015,15,1721112.64949,6781.97018656,26
24,POD Camera,4001 W. Fifth Ave.,2006,24000,20732,4001 W. Fifth Ave.,census,"c(-87.725430817, 41.8729819590001)",24020,20,1913693.92833,6713.10275908,24
12,Street Light Upgrade Menu,4002 S CAMPBELL AVE,2019,500,10213,4002 S CAMPBELL AVE,google,"c(-87.6872478, 41.8209465)",12021,21,14184319.9888,17983.6691852,12
