ward,type,location,year,est_cost,id,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
6,Miscellaneous Other,E 83RD ST & S DR MARTIN LUTHER KING JR DR,2014,9402,4821,google,"c(-87.6147317, 41.7438142)",6,47,06047
6,Pavement Markings,E 83RD ST & S STATE ST,2013,7866,4801,google,"c(-87.6243226, 41.7436581)",6,41,06041
10,Street Traffic Circle Menu,E 85TH ST & S BUFFALO AVE,2019,7347,8358,census,"c(-87.544192767, 41.74111565)",10,4,10004
8,Sidewalk Menu,E 86TH STDead End (3224 E) & S CHAPPEL AV (2032 E),2011,3898,6159,google,"c(-87.5746385, 41.7448073)",8,42,08042
8,Guardrail Menu,E 87TH ST & S DOBSON AV (1028 E),2011,972,6151,google,"c(-87.5991482, 41.7367183)",8,31,08031
10,High Definition Camera,E 87TH ST & S LAKE SHORE DR,2013,22500,8082,google,"c(-87.5403844, 41.7374253)",10,37,10037
7,Pavement Markings Menu,E 87TH ST & S SAGINAW AVE,2020,11000,5689,google,"c(-87.5597454, 41.7372576)",7,5,07005
8,Pole Painting,E 87th ST & S STONY ISLAND AV,2005,560,5871,google,"c(-87.5853095, 41.7369051)",8,58,08058
8,Pole Painting,E 87th ST & S STONY ISLAND AV,2005,3600,5872,google,"c(-87.5853095, 41.7369051)",8,58,08058
8,Street Lighting,E 87th ST & S STONY ISLAND AV,2005,1792,5874,google,"c(-87.5853095, 41.7369051)",8,58,08058
8,Traffic Signals,E 87th ST & S STONY ISLAND AV,2005,18000,5877,google,"c(-87.5853095, 41.7369051)",8,58,08058
6,Diagonal Parking Menu,E 87TH ST & S VERNON AVE,2017,55176.59,4884,google,"c(-87.6129071, 41.736521)",6,1,06001
6,Diagonal Parking Menu,E 87TH ST & S VERNON AVE,2018,9764.21,4911,google,"c(-87.6129071, 41.736521)",6,1,06001
10,In-Road State Law Stop,E 93RD ST & S BALTIMORE AVE,2014,350,8092,census,"c(-87.548409629, 41.7264551210001)",10,1,10001
7,Bus Pad,E 93RD ST & S COLFAX AVE,2019,25290.27,5643,google,"c(-87.5608156, 41.7262859)",7,12,07012
7,In-Road State Law Stop,E 93RD ST & S OGLESBY AVE,2013,550,5446,google,"c(-87.5669275, 41.7262078)",7,41,07041
7,In-Road State Law Stop,E 93RD ST & S OGLESBY AVE,2013,550,5447,google,"c(-87.5669275, 41.7262078)",7,41,07041
7,Street Lighting,E 94th ST & S PAXTON AV,2008,44500,5281,census,"c(-87.570523029, 41.72436478)",7,41,07041
7,Traffic Signals,E 95TH ST & S JEFFERY AVE,2011,13200,5372,census,"c(-87.575354934, 41.7224714130001)",7,25,07025
7,Street Lighting,E 95th ST & S MANISTEE AV,2008,41000,5280,census,"c(-87.556602159, 41.7227045660001)",10,7,10007
10,POD Camera,E 96 & S Ave L,2006,36000,7677,census,"c(-87.5364987029999, 41.7213378050001)",10,23,10023
10,Street Cul-de-Sac Menu,E 96TH ST & S BALTIMORE AVE,2019,26950,8345,census,"c(-87.548289032, 41.7209760150001)",10,7,10007
7,Sidewalk Menu,E 97TH PL & S CHAPPEL AV (2032 E)Dead End (2077 E),2011,26482,5398,google,"c(-87.5740203, 41.7179515)",7,43,07043
10,Sidewalk Menu,E 97TH ST & S TORRENCE AVE,2021,36994.18,8449,google,"c(-87.5598359, 41.7190202)",7,24,07024
10,POD Camera,E 98 & S Muskegon,2006,36000,7677,google,"c(-87.5551304, 41.7172776)",10,13,10013
7,Street Resurfacing Menu,E 98TH ST & S VAN VLISSINGEN RD,2016,9215.9,5554,google,"c(-87.5756739, 41.7170517)",7,43,07043
8,Sidewalk Menu,E 98TH ST & S WOODLAWN AV (1200 E)Dead End (1266 E),2011,44240,6157,google,"c(-87.5945983, 41.7167391)",8,34,08034
42,Miscellaneous CDOT Projects,E BALBO AVE & S MICHIGAN AVE,2016,25740.05,36860,google,"c(-87.6241266, 41.8731616)",2,18,02018
43,Traffic Signals,E BURTON PL & N LAKE SHORE DR,2011,10000,37445,google,"c(-87.6261552, 41.9095157)",43,18,43018
2,In-Road State Law Stop,E CHESTNUT ST & N MICHIGAN AVE,2014,350,2131,census,"c(-87.624100088, 41.898389723)",42,43,42043
42,In-Road State Law Stop,E CHESTNUT ST & N MICHIGAN AVE,2012,410,36632,census,"c(-87.624100088, 41.898389723)",42,43,42043
42,In-Road State Law Stop,E CHESTNUT ST & N MIES VAN DER ROHE WAY,2013,550,36686,census,"c(-87.621852971, 41.898421882)",42,47,42047
2,Miscellaneous CDOT Projects,E CHICAGO AVE & N LAKE SHORE DR,2018,15764.68,2331,google,"c(-87.6170809, 41.8968595)",42,40,42040
2,Left-Turn Arrow Menu,E CHICAGO AVE & N MIES VAN DER ROHE WAY,2018,17183.81,2329,google,"c(-87.6218333, 41.8967727)",42,37,42037
2,Left-Turn Arrow Menu,E CHICAGO AVE & N MIES VAN DER ROHE WAY,2019,2199.33,2366,google,"c(-87.6218333, 41.8967727)",42,37,42037
2,Left-Turn Arrow Menu,E CHICAGO AVE & N MIES VAN DER ROHE WAY,2020,60412.22,2393,google,"c(-87.6218333, 41.8967727)",42,37,42037
2,Street Bump Outs Menu,E DELAWARE PL & N MICHIGAN AVE,2020,22000,2396,census,"c(-87.624124207, 41.8992138)",42,35,42035
2,Pedestrian Countdown Signal Menu,E DIVISION ST & N LAKE SHORE DR,2016,5000,2247,google,"c(-87.6250004, 41.9040332)",43,35,43035
2,Division Street Underpass,E DIVISION ST & N LAKE SHORE DR,2017,100000,2283,google,"c(-87.6250004, 41.9040332)",43,35,43035
43,Miscellaneous Other,E DIVISION ST & N LAKE SHORE DR,2012,13471,37574,google,"c(-87.6250004, 41.9040332)",43,35,43035
43,Division St Underpass,E DIVISION ST & N LAKE SHORE DR,2016,100000,37834,google,"c(-87.6250004, 41.9040332)",43,35,43035
43,Pedestrian Countdown Signal Menu,E DIVISION ST & N LAKE SHORE DR,2016,5000,37839,google,"c(-87.6250004, 41.9040332)",43,35,43035
43,Viaduct Improvement Menu,E DIVISION ST & N LAKE SHORE DR,2018,14500,37961,google,"c(-87.6250004, 41.9040332)",43,35,43035
42,Street Lighting,E GRAND AV & N MICHIGAN L AV,2010,15000,36568,google,"c(-87.6143793, 41.8918954)",42,31,42031
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N COLUMBUS DR,2018,27011,36953,google,"c(-87.6202184, 41.8918125)",42,41,42041
42,2 LPR on Existing Cameras: Lake Shore Drive & Grand Ave,E GRAND AVE & N LAKE SHORE DR,2021,21942,37026,google,"c(-87.6270385, 41.9125031)",43,24,43024
42,Left-Turn Arrow Menu,E GRAND AVE & N MCCLURG CT,2018,19150,36947,census,"c(-87.617692387, 41.891849366)",42,66,42066
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N MCCLURG CT,2018,27011,36953,census,"c(-87.617692387, 41.891849366)",42,66,42066
42,Miscellaneous CDOT Projects,E GRAND AVE & N MICHIGAN LOWER AVE,2016,149.31,36861,google,"c(-87.6143793, 41.8918954)",42,31,42031
42,Miscellaneous CDOT Projects,E GRAND AVE & N MICHIGAN LOWER AVE,2017,4095.16,36901,google,"c(-87.6143793, 41.8918954)",42,31,42031
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N PESHTIGO CT,2018,27011,36953,census,"c(-87.615192017, 41.891889565)",42,66,42066
42,Traffic Equipment,E GRAND AVE & N ST CLAIR ST,2014,2862,36781,google,"c(-87.6226751, 41.8917636)",42,53,42053
42,Pavement Markings,E HURON ST & N MICHIGAN AVE,2015,1200,36810,google,"c(-87.6241795, 41.8949498)",42,38,42038
4,Miscellaneous-Other,E Hyde Park Blvd & S Lake Park Ave,2010,66209,3376,census,"c(-87.587860803, 41.8024752110001)",4,47,04047
4,Left-Turn Arrow Menu,E HYDE PARK BLVD & S LAKE PARK AVE,2017,70000,3656,census,"c(-87.587860803, 41.8024752110001)",4,47,04047
4,Left-Turn Arrow Menu,E HYDE PARK BLVD & S LAKE PARK AVE,2018,6644,3696,census,"c(-87.587860803, 41.8024752110001)",4,47,04047
4,In-Road State Law Stop for Pedestria,E HYDE PARK BV & S HARPER AV,2010,410,3353,census,"c(-87.589151187, 41.802455111)",4,47,04047
42,10 LPR Cameras - Various Locations; 7 on Existing POD Cameras; 3 New Cameras,E ILLINOIS ST & N MCCLURG CT,2019,53009,36982,census,"c(-87.617668268, 41.8910534290001)",42,31,42031
42,Street Lighting,E ILLINOIS ST & N MICHIGAN L AV,2010,15000,36569,google,"c(-87.6222427, 41.8915277)",42,41,42041
42,1 POD Camera: Streeter & Illinois,E ILLINOIS ST & N STREETER DR,2021,24776,37023,census,"c(-87.611091732, 41.891137846)",42,11,42011
42,Viaduct Improvement Menu,E KINZIE ST & N WABASH LOWER AVE,2022,100000,37091,google,"c(-87.6265975, 41.8892983)",42,55,42055
43,Pavement Markings,E LA SALLE DR & N LAKE SHORE DR,2015,900,37753,google,"c(-87.6269786, 41.9124238)",43,24,43024
43,4 LPR w/o Existing Camera: Lake Shore Drive & LaSalle,E LA SALLE DR & N LAKE SHORE DR,2021,109640,38034,google,"c(-87.6269786, 41.9124238)",43,24,43024
20,Mural at E. Marquette and S. Dorchester,E MARQUETTE RD & S DORCHESTER AVE,2016,55550,17349,google,"c(-87.591168, 41.775124)",5,5,05005
42,In-Road State Law Stop,E MCFETRIDGE DR & E MCFETRIDGE DR S,2013,550,36685,google,"c(-87.6170362, 41.8650031)",2,18,02018
2,In-Road State Law Stop for Pedestria,E MCFETRIDGE DR & E MUSEUM DR,2008,347,1333,google,"c(-87.6170362, 41.8650031)",2,18,02018
2,Miscellaneous-CDOT,E MCFETRIDGE DR & S LAKE SHORE DR,2009,63,1568,census,"c(-87.6140584089999, 41.8650769170001)",2,18,02018
2,In-Road State Law Stop,E MCFETRIDGE DR & S MUSEUM CAMPUS DR,2013,550,2040,google,"c(-87.6170362, 41.8650031)",2,18,02018
5,Traffic Signals,E MIDWAY PLAISANCE & S ELLIS AV,2005,250000,3883,google,"c(-87.601216, 41.787163)",5,27,05027
5,In-Road State Law Stop,E MIDWAY PLAISANCE & S ELLIS AVE,2013,3300,4208,google,"c(-87.601216, 41.787163)",5,27,05027
5,In-Road State Law Stop,E MIDWAY PLAISANCE & S ELLIS AVE,2014,3300,4245,google,"c(-87.601216, 41.787163)",5,27,05027
42,Miscellaneous-CDOT,E NORTH WATER ST & N CITY FRONT PLAZA DR,2009,2600,36517,google,"c(-87.6230617, 41.8909546)",42,53,42053
42,Street Speed Hump Menu,E NORTH WATER ST & N MCCLURG CT (400 E)Dead End (530 E),2011,1850,36620,google,"c(-87.618103, 41.88919)",42,54,42054
2,Miscellaneous CDOT Projects,E OAK ST & N MICHIGAN AVE,2017,19702.21,2287,google,"c(-87.6241339, 41.9008)",42,42,42042
42,Miscellaneous CDOT Projects,E OAK ST & N MICHIGAN AVE,2017,19702.21,36902,google,"c(-87.6241339, 41.9008)",42,42,42042
4,Miscellaneous CDOT Projects,E OAKWOOD BLVD & S LAKE PARK AVE,2017,2100,3657,google,"c(-87.6034316, 41.8242413)",4,4,04004
4,2 POD Camera; 3 LPRs w/o Existing Camera - Various Locations,E OAKWOOD BLVD & S LSD OAKWOOD BL ER,2021,26356.4,3762,google,"c(-87.6079821, 41.8227273)",4,33,04033
3,Pole Painting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,1200,2633,census,"c(-87.616699475, 41.822655045)",3,20,03020
3,Pole Painting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,400,2634,census,"c(-87.616699475, 41.822655045)",3,20,03020
3,Street Lighting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,800,2637,census,"c(-87.616699475, 41.822655045)",3,20,03020
3,Street Lighting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,5400,2638,census,"c(-87.616699475, 41.822655045)",3,20,03020
42,Traffic Equipment,E OHIO ST & N FAIRBANKS CT,2014,2863,36790,census,"c(-87.620253056, 41.8926010850001)",42,2,42002
42,Traffic Equipment,E OHIO ST & N MCCLURG CT,2014,2862,36782,census,"c(-87.6177124869999, 41.892645304)",42,65,42065
42,Traffic Equipment,E OHIO ST & N ST CLAIR ST,2014,2863,36788,census,"c(-87.622689107, 41.8925608860001)",42,53,42053
42,Pedestrian Countdown Signal Menu,E OHIO ST & N WABASH AVE,2016,20051.1,36867,google,"c(-87.6267502, 41.8924923)",42,22,42022
42,Street Light Pole Painting Menu,E OHIO ST & N WABASH AVE,2017,2450,36921,google,"c(-87.6267502, 41.8924923)",42,22,42022
42,Partial Traffic Signal Modernization,E ONTARIO ST & N MICHIGAN AVE,2016,10013,36862,census,"c(-87.6242126449999, 41.893336725)",42,53,42053
2,POD CAMERA - PEARSON ST & DEWITT PLACE,E PEARSON ST & N DEWITT PL,2018,27011,2335,census,"c(-87.620180698, 41.897642024)",42,40,42040
2,1 PTZ Camera - NE Lake Shore Drive at E Pearson,E PEARSON ST & N LAKE SHORE DR,2022,24776,2455,census,"c(-87.617632089, 41.8976782030001)",42,40,42040
42,Miscellaneous-CDOT,E PEARSON ST & N LAKE SHORE DR,2007,600,36430,census,"c(-87.617632089, 41.8976782030001)",42,40,42040
2,1 POD Camera: E PEARSON AND MIES VAN DER ROHE,E PEARSON ST & N MIES VAN DER ROHE WAY,2021,24776,2416,census,"c(-87.621836891, 41.8976179050001)",42,37,42037
3,Left-Turn Arrow Menu,E PERSHING RD & S INDIANA AVE,2013,59254,2812,census,"c(-87.621599718, 41.823776594)",3,33,03033
42,Pedestrian Countdown,E RANDOLPH LOWER ST & E RANDOLPH ST,2013,28000,36718,google,"c(-87.6235178, 41.8847679)",42,44,42044
42,Left-Turn Arrow Menu,E RANDOLPH ST & N COLUMBUS DR,2014,26950,36752,google,"c(-87.6206769, 41.8844345)",42,44,42044
42,In-Road State Law Stop,E RANDOLPH ST & N FIELD BLVD,2014,950,36730,google,"c(-87.6173955, 41.8845342)",42,6,42006
42,In-Road State Law Stop,E RANDOLPH ST & N FIELD BLVD,2015,600,36800,google,"c(-87.6173955, 41.8845342)",42,6,42006
42,Miscellaneous-CDOT,E Randolph St & N Harbor Dr,2007,2600,36423,google,"c(-87.6157612, 41.8846703)",42,6,42006
42,In-Road State Law Stop for Pedestrians S,E RANDOLPH ST & N HARBOR DR,2011,550,36595,google,"c(-87.6157612, 41.8846703)",42,6,42006
42,In-Road State Law Stop,E RANDOLPH ST & N HARBOR DR,2014,350,36729,google,"c(-87.6157612, 41.8846703)",42,6,42006
42,Traffic Signal LED,E RANDOLPH ST & N MICHIGAN AVE,2014,6073,36791,census,"c(-87.624449818, 41.884472873)",42,44,42044
42,Pavement Markings,E RANDOLPH ST & N STETSON AVE,2015,23000,36812,google,"c(-87.6222804, 41.8845158)",42,44,42044
3,OEMC POD CAMERA - ROOSEVELT ROAD/STATE STREET UNDERPASS,E ROOSEVELT RD & S HOLDEN CT,2018,27011,2981,google,"c(-87.6267704, 41.8718247)",2,18,02018
42,Pedestrian Refuge Island Menu,E SOUTH WATER ST & N COLUMBUS DR,2016,105009.17,36868,google,"c(-87.6206043, 41.8867847)",42,50,42050
42,Miscellaneous-CDOT,E WACKER DR & S FIELD BLVD,2007,2900,36424,google,"c(-87.6225678, 41.8881348)",42,44,42044
42,Miscellaneous CDOT Projects,E WACKER LOWER DR & N WABASH LOWER AVE,2018,42719,36950,google,"c(-87.6237243, 41.8880601)",42,44,42044
20,POD Camera,E. 69 th St. & Indiana,2008,13000,17050,google,"c(-87.6202091, 41.7692391)",6,11,06011
10,Miscellaneous-Other,East Side & Ewing Ave. Study,2009,45000,7900,google,"c(-87.5353026, 41.7037024)",10,33,10033
1,Miscellaneous-CDOT,Fairfield & Wellington,2008,12553,257,google,"c(-87.6964948, 41.9357451)",1,41,01041
28,POD Camera,Ferdinand & Lamon,2005,24000,24061,google,"c(-87.7480526, 41.8895448)",28,27,28027
28,POD Camera,Ferdinand & Laramie,2005,24000,24060,google,"c(-87.755376, 41.8893007)",28,39,28039
19,Chicago Park District,Firemans Memorial Park 106 th & Western,2008,50000,16415,google,"c(-87.7636486, 41.7059087)",NA,NA,NA
48,Miscellaneous-Other,Foster & Lake Shore Drive,2008,107770,41583,google,"c(-87.5905131, 41.8127955)",4,10,04010
28,POD Camera,Fulton & Laramie,2005,24000,24059,google,"c(-87.7552681, 41.8856349)",28,14,28014
28,POD Camera,Fulton & Lockwood,2005,24000,24058,google,"c(-87.7576979, 41.8856005)",28,14,28014
2,Miscellaneous-Other,Giles & 35 th,2008,2259.66666666667,1559,google,"c(-87.6193279, 41.8310656)",2,44,02044
28,POD Camera,Gladys & Springfield,2005,24000,24063,google,"c(-87.7230627, 41.8762124)",28,6,28006
26,POD Camera,Grand Ave. & Paulina,2009,25000,22533,google,"c(-87.6695745, 41.8909345)",26,7,26007
41,1 LPR/Existing Camera - NE 6000 N. Northwest Hwy,GRANVILLE AVE & N RAVENSWOOD AVE,2022,5485.5,36172,google,"c(-87.6753959, 41.9943412)",40,39,40039
49,Miscellaneous-CDOT,Greenview & Greenleaf,2008,1300,42377,google,"c(-87.6679372, 42.0103011)",49,31,49031
49,Street Resurface Menu - Change Orde,Greenview & Morse to Howard,2009,1210,42422,google,"c(-87.6725351, 42.0187687)",49,5,49005
44,POD Camera,Halsted & Aldine (NE corner),2009,25000,38245,google,"c(-87.6493212, 41.941784)",44,37,44037
44,Traffic Signals,Halsted & Waveland,2009,50000,38241,google,"c(-87.6495417, 41.9491137)",44,28,44028
46,Traffic Signals,Halsted & Waveland,2009,50000,39880,google,"c(-87.6495417, 41.9491137)",44,28,44028
2,POD Camera,Hamilton & Adams (2100 Adams),2007,12000,1310,google,"c(-87.6794393, 41.8787957)",2,23,02023
41,Miscellaneous-CDOT,Hiawatha & Leigh Viaduct,2011,29211,35817,google,"c(-87.7620416, 41.999432)",41,19,41019
41,Miscellaneous-CDOT,Higgins & Harlem,2008,36000,35665,google,"c(-87.8070562, 41.9811164)",41,45,41045
26,POD Camera,Homan & Evergreen,2009,25000,22528,google,"c(-87.7117635, 41.9055086)",26,36,26036
25,POD Camera,Hoyne & 18,2007,28000,21512,google,"c(-87.6790898, 41.8817423)",2,45,02045
42,Miscellaneous-CDOT,Illinois St. between LaSalle & Orleans,2007,500,36419,google,"c(-87.6374657, 41.9033908)",27,21,27021
38,Miscellaneous-CDOT,IRVING PARK RD & N KEELER AVE,2010,11900,33427,census,"c(-87.732472231, 41.953598856)",38,5,38005
2,POD Camera,Jackson & California,2009,13000,1736,google,"c(-87.695824, 41.877369)",2,47,02047
24,Miscellaneous-CDOT,Jackson Blvd & Kilpatrick Ave,2008,15000,20791,google,"c(-87.7426855, 41.8768745)",24,7,24007
28,Miscellaneous-CDOT,Jackson Blvd & Kilpatrick Ave,2008,15000,24180,google,"c(-87.7426855, 41.8768745)",24,7,24007
30,POD Camera,Kedvale & Wabansia,2010,20000,26019,google,"c(-87.7300403, 41.9116567)",30,11,30011
33,POD Camera,Kedzie & Montrose (SW corner),2006,245,28778,google,"c(-87.7082388, 41.961192)",33,3,33003
33,POD Camera,Kedzie & Montrose (SW corner),2007,8563,28828,google,"c(-87.7082388, 41.961192)",33,3,33003
33,POD Camera,Kedzie & Montrose (SW corner),2008,16192,28876,google,"c(-87.7082388, 41.961192)",33,3,33003
28,POD Camera,Kedzie & Walnut,2005,24000,24065,google,"c(-87.7062426, 41.8853888)",27,26,27026
48,POD Camera,Kemore & Glenlake (2012 installation),2010,22500,41640,google,"c(-87.6733493, 41.9928183)",40,35,40035
46,Miscellaneous-CDOT,Kenmore Ave & Buena Ave.,2007,27300,39799,census,"c(-87.656243107, 41.9586237150001)",46,9,46009
31,POD Camera,Kenneth & Dickens,2010,20000,27197,google,"c(-87.7376071, 41.9188564)",31,27,31027
9,POD Camera,Kensington & Prairie,2009,24000,6922,google,"c(-87.616766, 41.683963)",9,28,09028
31,POD Camera,Kilpatrick & McLean,2010,20000,27196,google,"c(-87.7437083, 41.9178571)",31,27,31027
35,Miscellaneous-CDOT,Kimball & Belmont,2010,73262,30717,google,"c(-87.7124876, 41.9392819)",35,24,35024
42,Miscellaneous-CDOT,Kinzie & Jefferson,2007,600,36421,google,"c(-87.6428784, 41.889065)",42,12,42012
28,POD Camera,Kostner & Monroe,2010,20000,24276,google,"c(-87.7354286, 41.8796575)",28,11,28011
28,High Definition Camera,Kostner & Wilcox,2012,1800,24362,google,"c(-87.735392, 41.8787738)",28,11,28011
42,Miscellaneous-CDOT,Lakefront Trail Chicago River & Grand Av,2008,2000,36457,google,"c(-87.6138807, 41.8828825)",42,44,42044
31,POD Camera,Lamon & Nelson,2010,20000,27198,google,"c(-87.7492294, 41.936057)",31,18,31018
29,POD Camera,Laramie Ave & uincy St,2006,24000,24896,google,"c(-87.7549488, 41.877562)",28,53,28053
45,Miscellaneous-CDOT,Lawrence & Lavergne,2007,1700,39050,google,"c(-87.752639, 41.9679801)",45,39,45039
47,Miscellaneous-CDOT,Lawrence & Washtenaw,2008,1100,40501,google,"c(-87.6962416, 41.9685565)",40,6,40006
2,POD Camera,Lexington & California,2009,13000,1734,google,"c(-87.6963543, 41.8842052)",27,36,27036
32,Miscellaneous-CDOT,Lincoln & Barry to Greenview,2008,140,28002,google,"c(-87.6663614, 41.9314485)",32,27,32027
32,Miscellaneous-CDOT,Lincoln & Barry to Greenview,2009,1816,28062,google,"c(-87.6663614, 41.9314485)",32,27,32027
43,Miscellaneous-CDOT,Lincoln Park West & Dickens,2005,50000,37104,google,"c(-87.6361546, 41.9201749)",43,32,43032
43,Miscellaneous-CDOT,Lincoln Park West at Belden & Webster,2007,419050,37241,google,"c(-87.6365028, 41.9237974)",43,32,43032
15,POD Camera,Lithuanian Plaza Ct. (69 th & Rockwell),2009,13000,13304,google,"c(-87.6882254, 41.7682592)",15,8,15008
37,POD Camera,Lockwood & Huron,2007,12000,32477,google,"c(-87.7579741, 41.8929846)",28,46,28046
35,Miscellaneous-CDOT,Logan Blvd & Kedzie,2010,600,30715,google,"c(-87.707601, 41.9287629)",35,17,35017
25,POD Camera,Loomis & Cullerton,2007,28000,21512,google,"c(-87.6612433, 41.8551573)",25,2,25002
48,Miscellaneous-Other,LSD & Bryn Mawr viaduct,2006,15000,41488,google,"c(-87.5772514, 41.7661459)",5,28,05028
48,Miscellaneous-Other,LSD & Bryn Mawr,2006,57805,41489,google,"c(-87.6580019, 41.983678)",48,3,48003
48,Miscellaneous-Other,LSD & Bryn Mawr,2006,14090,41490,google,"c(-87.6580019, 41.983678)",48,3,48003
2,POD Camera,Madison & Francisco,2009,13000,1735,google,"c(-87.698724, 41.8810418)",2,47,02047
28,POD Camera,Madison & Keeler,2010,20000,24275,google,"c(-87.7305726, 41.8806744)",28,28,28028
30,POD Camera,Mason & George,2010,20000,26017,google,"c(-87.7748067, 41.9329768)",30,12,30012
28,POD Camera,Maypole & Kildare,2005,24000,24062,google,"c(-87.7331343, 41.8845885)",28,23,28023
28,POD Camera,Maypole & Laramie,2006,24000,24128,google,"c(-87.7552198, 41.8843223)",28,14,28014
43,Miscellaneous-CDOT,Milwaukee Av. & wood pavers testing,2008,6600,37282,google,"c(-87.6713726, 41.9064805)",1,10,01010
1,Pole Painting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,5880,75,google,"c(-87.6806066, 41.6762968)",NA,NA,NA
1,Pole Painting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,7600,76,google,"c(-87.6806066, 41.6762968)",NA,NA,NA
1,Street Lighting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,51300,85,google,"c(-87.6806066, 41.6762968)",NA,NA,NA
39,Miscellaneous-CDOT,Monticello Av. & North Branch of the Chicago River,2007,22850,34065,google,"c(-87.6229541328351, 41.887776277527)",42,44,42044
46,MONTROSE&CLARENDON; SE BROADWAY &W WILSON AVE; N HAZEL ST &  W MONTROSE AVE; N BROADWAY &  W SUNNYSIDE AVE,MONTROSE & CLARENDON,2022,30970,40266,google,"c(-87.649921, 41.9618328)",46,11,46011
43,Miscellaneous-CDOT,Multiple locations along Clark & on Diversey,2010,3400,37417,google,"c(-87.7539673, 41.9314339)",31,40,31040
33,In-Road State Law Stop for Pedestria,N ALBANY AV & N ELSTON AV,2010,761,28903,census,"c(-87.705309852, 41.944204379)",33,4,33004
33,Street Light Arterial,N ALBANY AVE & W BYRON ST,2012,3000,28976,google,"c(-87.7055106, 41.9521225)",33,6,33006
