ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2,geometry,ward_locate,precinct_locate,ward_precinct_locate
5,Street Resurface Menu,E 65 PL-- S BLACKSTONE AV (1500 E) -to- S STONY ISLAND (1600 E),2005,18013,3640,E 65th PL AND S BLACKSTONE AV,E 65th PL AND S STONY ISLAND,41.7760414,-87.5888453,google,41.7760414,-87.5888453,google,"c(-87.5888453, 41.7760414)",5,22,05022
20,Sidewalk Menu,ON E 68TH ST FROM S ST LAWRENCE AV (600 E) TO S ST LAWRENCE AV (600 E),2012,7855,16203,E 68TH ST and S ST LAWRENCE AV,E 68TH ST and S ST LAWRENCE AV,41.7712432,-87.6105673,google,41.7712432,-87.6105673,google,"c(-87.6105673, 41.7712432)",20,10,20010
7,Street Lighting,E 71 ST-- S SOUTH SHORE DR (2533 E) -to- Dead End (2617 E),2007,25290,4933,E 71st ST AND S SOUTH SHORE DR,E 71st ST AND Dead End,41.7662783,-87.5628152,google,NA,NA,google,"c(-87.5628152, 41.7662783)",7,35,07035
5,Sidewalk Menu,E 71 ST-- S KENWOOD AV (1332 E) -to- S DORCHESTER AV (1400 E),2005,58852,3630,E 71st ST AND S KENWOOD AV,E 71st ST AND S DORCHESTER AV,NA,NA,google,41.7650993,-87.5909614,google,"c(-87.5909614, 41.7650993)",5,9,05009
7,Street Resurface Menu,E 72 PL-- S EXCHANGE AV (2508 E) -to- Dead End (2511 E),2005,5473,4826,E 72nd PL AND S EXCHANGE AV,E 72nd PL AND Dead End,41.7632437,-87.5637852,google,NA,NA,google,"c(-87.5637852, 41.7632437)",7,40,07040
7,Street Lighting,E 72 PL-- S SOUTH SHORE DR (2589 E) -to- Dead End (2596 E),2007,25000,4934,E 72nd PL AND S SOUTH SHORE DR,E 72nd PL AND Dead End,41.7652928,-87.5618289,google,NA,NA,google,"c(-87.5618289, 41.7652928)",7,35,07035
5,Sidewalk Menu,E 72 PL-- S WOODLAWN AV (1200 E) -to- Dead End (1214 E),2006,17312,3686,E 72nd PL AND S WOODLAWN AV,E 72nd PL AND Dead End,41.763255,-87.5957716,google,NA,NA,google,"c(-87.5957716, 41.763255)",5,2,05002
7,Street Lighting,E 73 ST-- S SOUTH SHORE DR (2666 E) -to- Dead End (2666 E),2008,29759,4993,E 73rd ST AND S SOUTH SHORE DR,E 73rd ST AND Dead End,41.7640519,-87.5606023,google,NA,NA,google,"c(-87.5606023, 41.7640519)",7,44,07044
7,Street Lighting,E 74 ST-- S SOUTH SHORE DR (2728 E) -to- Dead End (2725 E),2008,29760,4994,E 74th ST AND S SOUTH SHORE DR,E 74th ST AND Dead End,41.7623309,-87.5589057,google,NA,NA,google,"c(-87.5589057, 41.7623309)",7,44,07044
7,Curb & Gutter Menu,ON E 74TH ST FROM S OGLESBY AV (2332 E) TO S OGLESBY AV (2332 E),2012,3657,5126,E 74TH ST and S OGLESBY AV,E 74TH ST and S OGLESBY AV,41.7607931,-87.5676184,google,41.7607931,-87.5676184,google,"c(-87.5676184, 41.7607931)",7,9,07009
7,Sidewalk Menu,E 79 ST-- S COLES AV (3032 E) -to- S COLES AV (3100 E),2008,221,4958,E 79th ST AND S COLES AV,E 79th ST AND S COLES AV,41.7519748,-87.5492675,google,41.7519748,-87.5492675,google,"c(-87.5492675, 41.7519748)",7,14,07014
8,Curb/Gutter Menu,E 80 ST-- S BENNETT AV (1900 E) -to- S BENNETT AV (1900 E),2010,14944,5768,E 80th ST AND S BENNETT AV,E 80th ST AND S BENNETT AV,41.7497483,-87.5783811,google,41.7497483,-87.5783811,google,"c(-87.5783811, 41.7497483)",8,24,08024
7,Alley Apron Menu,ON E 80TH ST FROM 2600 E TO S COLFAX AVE (2600 E),2014,8924,5184,2600 E 80TH ST,E 80TH ST and S COLFAX AVE,41.7499655,-87.5613523,google,41.7499655,-87.5613523,google,"c(-87.5613523, 41.7499655)",7,6,07006
6,Curb & Gutter Menu,ON E 83RD ST FROM S RHODES AVE (530 E) TO S RHODES AVE (530 E),2015,25399,4582,E 83RD ST and S RHODES AVE,E 83RD ST and S RHODES AVE,41.7438634,-87.6110867,google,41.7438634,-87.6110867,google,"c(-87.6110867, 41.7438634)",6,47,06047
8,Street Resurfacing Menu,ON E 84TH PL FROM S BLACKSTONE AVE (1500 E) TO S STONY ISLAND,2020,50603.11,6134,E 84TH PL and S BLACKSTONE AVE,E 84TH PL and S STONY ISLAND,41.7414296,-87.5879475,google,41.7414296,-87.5879475,google,"c(-87.5879475, 41.7414296)",8,53,08053
6,Sidewalk Menu,E 84 ST-- DR. MARTIN LUTHER KING JR. DR (400 E) -to- Dead End (1009 E),2009,12898,4450,E 84th ST AND DR. MARTIN LUTHER KING JR. DR,E 84th ST AND Dead End,41.7419803,-87.6146848,google,NA,NA,google,"c(-87.6146848, 41.7419803)",6,58,06058
8,Curb/Gutter Menu,E 85 PL-- Dead End (1269 E) -to- S AVALON AV (1272 E),2009,15156,5731,E 85th PL AND Dead End,E 85th PL AND S AVALON AV,NA,NA,google,41.7391184,-87.5927824,google,"c(-87.5927824, 41.7391184)",8,10,08010
8,Curb/Gutter Menu,E 85 PL-- Dead End (1269 E) -to- S AVALON AV (1272 E),2010,14785,5769,E 85th PL AND Dead End,E 85th PL AND S AVALON AV,NA,NA,google,41.7391184,-87.5927824,google,"c(-87.5927824, 41.7391184)",8,10,08010
8,Street Light Residential Staggered Piggy Back Menu,ON E 88TH ST FROM 1200 east E TO S KIMBARK AVE (1300 E),2018,42000,6077,E 88TH ST and 1200 east E,E 88TH ST and S KIMBARK AVE,NA,NA,google,41.7349915,-87.5929535,google,"c(-87.5929535, 41.7349915)",8,1,08001
8,Sidewalk Menu,E 89 PL-- Dead End (1359 E) -to- S DORCHESTER AV (1400 E),2009,61945,5732,E 89th PL AND Dead End,E 89th PL AND S DORCHESTER AV,NA,NA,google,41.7322854,-87.590451,google,"c(-87.590451, 41.7322854)",8,35,08035
8,Sidewalk Menu,E 95 PL-- S AVALON AV (1232 E) -to- Dead End (1266 E),2005,25726,5490,E 95th PL AND S AVALON AV,E 95th PL AND Dead End,41.7212892,-87.5935478,google,NA,NA,google,"c(-87.5935478, 41.7212892)",8,62,08062
7,Curb/Gutter Menu,E 97 PL-- S CHAPPEL AV (2032 E) -to- Dead End (2077 E),2007,68198,4870,E 97th PL AND S CHAPPEL AV,E 97th PL AND Dead End,41.7179515,-87.5740203,google,NA,NA,google,"c(-87.5740203, 41.7179515)",7,43,07043
7,Sidewalk Menu,E 97 PL-- S CHAPPEL AV (2032 E) -to- Dead End (2077 E),2008,13675,4960,E 97th PL AND S CHAPPEL AV,E 97th PL AND Dead End,41.7179515,-87.5740203,google,NA,NA,google,"c(-87.5740203, 41.7179515)",7,43,07043
10,Sidewalk Menu,E 97 ST-- S HOUSTON AV (3032 E) -to- Dead End (2643 E),2010,17671,7489,E 97th ST AND S HOUSTON AV,E 97th ST AND Dead End,41.7191145,-87.5496496,google,NA,NA,google,"c(-87.5496496, 41.7191145)",10,7,10007
8,Curb/Gutter Menu - Change Order,E 98 ST-- S AVALON AV (1232 E) -to- Dead End (1266 E),2008,3913,5671,E 98th ST AND S AVALON AV,E 98th ST AND Dead End,41.7167517,-87.5933989,google,NA,NA,google,"c(-87.5933989, 41.7167517)",8,34,08034
10,Sidewalk Menu,E 98 ST-- S ESCANABA AV (2900 E) -to- Dead End (2643 E),2010,36824,7490,E 98th ST AND S ESCANABA AV,E 98th ST AND Dead End,41.7172975,-87.5537607,google,NA,NA,google,"c(-87.5537607, 41.7172975)",10,45,10045
7,Miscellaneous-CDOT,E 98 ST-- S JEFFERY AV (2000 E) -to- Dead End (1266 E),2006,21736,4848,E 98th ST AND S JEFFERY AV,E 98th ST AND Dead End,41.7170664,-87.5752217,google,NA,NA,google,"c(-87.5752217, 41.7170664)",7,43,07043
9,Sidewalk Menu,E 99 PL-- S STATE ST (0 E) -to- Dead End (50 E),2006,34505,6393,E 99th PL AND S STATE ST,E 99th PL AND Dead End,41.7135313,-87.6236552,google,NA,NA,google,"c(-87.6236552, 41.7135313)",9,30,09030
10,Street Resurface Menu,E 99 ST-- S COMMERCIAL AV (3000 E) -to- S COMMERCIAL AV (3000 E),2007,15046,7314,E 99th ST AND S COMMERCIAL AV,E 99th ST AND S COMMERCIAL AV,41.7154469,-87.5509649,google,41.7154469,-87.5509649,google,"c(-87.5509649, 41.7154469)",10,13,10013
6,Curb/Gutter Menu,E 99 ST-- S INDIANA AV (200 E) -to- S INDIANA AV (200 E),2009,30363,4446,E 99th ST AND S INDIANA AV,E 99th ST AND S INDIANA AV,41.7145254,-87.6188133,google,41.7145254,-87.6188133,google,"c(-87.6188133, 41.7145254)",6,21,06021
42,Curb/Gutter Menu,E CHESTNUT ST-- N DEWITT PL (320 E) -to- N DEWITT PL (320 E),2005,10000,33444,E CHESTNUT ST AND N DEWITT PL,E CHESTNUT ST AND N DEWITT PL,41.898446001000025,-87.62019677699999,census,41.898446001000025,-87.62019677699999,census,"c(-87.620196777, 41.898446001)",42,25,42025
42,Pole Painting,E CHICAGO AV-- N FAIRBANKS CT (300 E) -to- N FAIRBANKS CT (300 E),2010,3000,33787,E CHICAGO AV AND N FAIRBANKS CT,E CHICAGO AV AND N FAIRBANKS CT,41.8967908,-87.6203507,google,41.8967908,-87.6203507,google,"c(-87.6203507, 41.8967908)",42,37,42037
42,Curb/Gutter Menu,E DELAWARE PL-- N WABASH (50 E) -to- N WABASH (50 E),2005,10000,33445,E DELAWARE PL AND N WABASH,E DELAWARE PL AND N WABASH,41.899165561000075,-87.62692606899998,census,41.899165561000075,-87.62692606899998,census,"c(-87.626926069, 41.8991655610001)",42,42,42042
42,Curb/Gutter Menu,E ERIE ST-- N RUSH ST (100 E) -to- N RUSH ST (100 E),2005,10000,33447,E ERIE ST AND N RUSH ST,E ERIE ST AND N RUSH ST,41.89412060300003,-87.62543468999996,census,41.89412060300003,-87.62543468999996,census,"c(-87.62543469, 41.894120603)",42,48,42048
42,Street Lighting,E GRAND AV-- N LAKE SHORE (L) DR(510 E) -to- N FAIRBANKS CT (300 E),2010,5600,33797,E GRAND AV AND N LAKE SHOREDR,E GRAND AV AND N FAIRBANKS CT,NA,NA,google,41.89180514800006,-87.62023295599994,census,"c(-87.6202329559999, 41.8918051480001)",42,41,42041
42,Street Lighting,E GRAND AV-- N LAKE SHORE (L) DR(510 E) -to- N FAIRBANKS CT (300 E),2010,18900,33798,E GRAND AV AND N LAKE SHOREDR,E GRAND AV AND N FAIRBANKS CT,NA,NA,google,41.89180514800006,-87.62023295599994,census,"c(-87.6202329559999, 41.8918051480001)",42,41,42041
42,Pole Painting,E GRAND AV-- N FAIRBANKS CT (300 E) -to- N LAKE SHORE (L) DR(510 E),2010,8350,33789,E GRAND AV AND N FAIRBANKS CT,E GRAND AV AND N LAKE SHOREDR,41.89180514800006,-87.62023295599994,census,NA,NA,google,"c(-87.6202329559999, 41.8918051480001)",42,41,42041
42,Pole Painting,E GRAND AV-- N FAIRBANKS CT (300 E) -to- N LAKE SHORE (L) DR(510 E),2010,4200,33790,E GRAND AV AND N FAIRBANKS CT,E GRAND AV AND N LAKE SHOREDR,41.89180514800006,-87.62023295599994,census,NA,NA,google,"c(-87.6202329559999, 41.8918051480001)",42,41,42041
42,Curb/Gutter Menu,E GRAND AV-- N MCCLURG CT (400 E) -to- N LAKE SHORE (L) DR(510 E),2005,10000,33448,E GRAND AV AND N MCCLURG CT,E GRAND AV AND N LAKE SHOREDR,41.89184936600003,-87.61769238699998,census,NA,NA,google,"c(-87.617692387, 41.891849366)",42,66,42066
42,Curb/Gutter Menu,E GRAND AV-- N PESHTIGO CT (456 E) -to- N PESHTIGO CT (456 E),2005,10000,33449,E GRAND AV AND N PESHTIGO CT,E GRAND AV AND N PESHTIGO CT,41.89188956500004,-87.61519201699997,census,41.89188956500004,-87.61519201699997,census,"c(-87.615192017, 41.891889565)",42,66,42066
42,Curb/Gutter Menu,E HUBBARD ST-- N WABASH (L) AV(44 E) -to- N WABASH (L) AV(44 E),2005,10000,33451,E HUBBARD ST AND N WABASHAV,E HUBBARD ST AND N WABASHAV,41.8907328,-87.62669,google,41.8907328,-87.62669,google,"c(-87.62669, 41.8907328)",42,55,42055
42,Street Resurface Menu,E HURON ST-- N COLUMBUS DR (301 E) -to- N MCCLURG CT (400 E),2005,29335,33490,E HURON ST AND N COLUMBUS DR,E HURON ST AND N MCCLURG CT,NA,NA,google,41.8950489,-87.6177852,google,"c(-87.6177852, 41.8950489)",42,63,42063
4,Sidewalk Menu,E HYDE PARK BV-- S ELLIS AV (1001 E) -to- S ELLIS AV (1001 E),2008,4127,3123,E HYDE PARK BV AND S ELLIS AV,E HYDE PARK BV AND S ELLIS AV,41.8023144,-87.6013775,google,41.8023144,-87.6013775,google,"c(-87.6013775, 41.8023144)",4,46,04046
42,Curb/Gutter Menu,E KINZIE ST-- N RUSH (100 E) -to- N RUSH (100 E),2005,10000,33453,E KINZIE ST AND N RUSH,E KINZIE ST AND N RUSH,41.8895175,-87.6252507,google,41.8895175,-87.6252507,google,"c(-87.6252507, 41.8895175)",42,48,42048
5,Street Resurfacing Menu,ON E MARQUETTE RD FROM S DORCHESTER AVE (1360 E) TO S DORCHESTER AVE (1360 E),2019,5228.32,4185,E MARQUETTE RD and S DORCHESTER AVE,E MARQUETTE RD and S DORCHESTER AVE,41.775124,-87.591168,google,41.775124,-87.591168,google,"c(-87.591168, 41.775124)",5,5,05005
43,Sidewalk Menu,E NORTH AV-- N ASTOR ST (35 E) -to- Dead End (47 E),2008,9030,34491,E NORTH AV AND N ASTOR ST,E NORTH AV AND Dead End,41.91124532300006,-87.62766170799995,census,NA,NA,google,"c(-87.6276617079999, 41.9112453230001)",43,24,43024
42,Curb & Gutter Menu,ON E NORTH WATER LOWER ST FROM N ST CLAIR ST (230 E) TO N MICHIGAN LOWER AVE (200 E),2016,13836.61,34080,E NORTH WATER LOWER ST and N ST CLAIR ST,E NORTH WATER LOWER ST and N MICHIGAN LOWER AVE,41.8897214,-87.6188317,google,41.8897214,-87.6188317,google,"c(-87.6188317, 41.8897214)",42,54,42054
42,Street Lighting,E NORTH WATER ST-- N NEW ST (336 E) -to- E NORTH WATER (L) ST(284 E),2010,42000,33800,E NORTH WATER ST AND N NEW ST,E NORTH WATER ST AND E NORTH WATERST,41.8895154,-87.6185561,google,NA,NA,google,"c(-87.6185561, 41.8895154)",42,54,42054
4,Sidewalk Menu,E OAKWOOD BV-- S ELLIS AV (878 E) -to- S ELLIS AV (878 E),2010,21329,3172,E OAKWOOD BV AND S ELLIS AV,E OAKWOOD BV AND S ELLIS AV,41.8243936,-87.605375,google,41.8243936,-87.605375,google,"c(-87.605375, 41.8243936)",4,35,04035
4,Street Resurface Menu,E OAKWOOD BV-- S LAKE PARK AV (929 E) -to- S LAKE PARK AV (929 E),2007,19409,3091,E OAKWOOD BV AND S LAKE PARK AV,E OAKWOOD BV AND S LAKE PARK AV,41.82429515900003,-87.60346600599996,census,41.82429515900003,-87.60346600599996,census,"c(-87.603466006, 41.824295159)",4,4,04004
42,Curb/Gutter Menu,E ONTARIO ST-- N WABASH AV (44 E) -to- N WABASH AV (44 E),2005,10000,33454,E ONTARIO ST AND N WABASH AV,E ONTARIO ST AND N WABASH AV,41.89329652600003,-87.62675723299998,census,41.89329652600003,-87.62675723299998,census,"c(-87.626757233, 41.893296526)",42,22,42022
42,Curb/Gutter Menu,E PEARSON ST-- N BAUMHART (110 E) -to- N BAUMHART (110 E),2005,10000,33455,E PEARSON ST AND N BAUMHART,E PEARSON ST AND N BAUMHART,41.8977385,-87.6271733,google,41.8977385,-87.6271733,google,"c(-87.6271733, 41.8977385)",42,32,42032
42,Street Resurface Menu,E PEARSON ST-- N DEWITT PL (320 E) -to- N DEWITT PL (320 E),2005,3478,33492,E PEARSON ST AND N DEWITT PL,E PEARSON ST AND N DEWITT PL,41.89764202400005,-87.62018069799996,census,41.89764202400005,-87.62018069799996,census,"c(-87.620180698, 41.897642024)",42,40,42040
4,Curb & Gutter Menu,ON E PERSHING RD FROM S ELLIS AV (839 E) TO S ELLIS AV (839 E),2013,25647,3271,E PERSHING RD and S ELLIS AV,E PERSHING RD and S ELLIS AV,41.8243936,-87.605375,google,41.8243936,-87.605375,google,"c(-87.605375, 41.8243936)",4,35,04035
4,Curb/Gutter Menu,E PERSHING RD-- S ELLIS AV (839 E) -to- S ELLIS AV (839 E),2009,3861,3144,E PERSHING RD AND S ELLIS AV,E PERSHING RD AND S ELLIS AV,41.8243936,-87.605375,google,41.8243936,-87.605375,google,"c(-87.605375, 41.8243936)",4,35,04035
42,Street Bump Outs Menu,ON E SUPERIOR ST FROM N WABASH AV (44 E) TO N WABASH AV (44 E),2013,7410,33932,E SUPERIOR ST and N WABASH AV,E SUPERIOR ST and N WABASH AV,41.89570041800005,-87.62682557099998,census,41.89570041800005,-87.62682557099998,census,"c(-87.626825571, 41.895700418)",42,19,42019
42,Street Bump Outs Menu,ON E WACKER LOWER DR FROM N STETSON LOWER AVE (154 E) TO N COLUMBUS LOWER DR (299 E),2019,88856.01,34199,E WACKER LOWER DR and N STETSON LOWER AVE,E WACKER LOWER DR and N COLUMBUS LOWER DR,41.8880601,-87.6237243,google,41.8880601,-87.6237243,google,"c(-87.6237243, 41.8880601)",42,44,42044
42,Curb & Gutter Menu,ON E WALTON ST FROM N MIES VAN DER ROHE WY (236 E) TO N MIES VAN DER ROHE WY (236 E),2012,35170,33848,E WALTON ST and N MIES VAN DER ROHE WY,E WALTON ST and N MIES VAN DER ROHE WY,41.90004591700006,-87.62188512999995,census,41.90004591700006,-87.62188512999995,census,"c(-87.62188513, 41.9000459170001)",42,29,42029
42,Sidewalk Menu,E WALTON ST-- N RUSH ST (35 E) -to- N RUSH ST (35 E),2007,411,33657,E WALTON ST AND N RUSH ST,E WALTON ST AND N RUSH ST,41.89995747900008,-87.62714314299996,census,41.89995747900008,-87.62714314299996,census,"c(-87.627143143, 41.8999574790001)",42,42,42042
43,Chicago Park District,Goudy Park -Astor & Schiller,2011,200000,34698,Goudy Park & Astor,Goudy Park & Schiller,41.905567,-87.6268213,google,41.905567,-87.6268213,google,"c(-87.6268213, 41.905567)",43,35,43035
49,Chicago Park District,IBeach access ramp & boardwalk-Jarvis & Lake and,2011,97000,39306,IBeach access ramp & boardwalk-Jarvis,IBeach access ramp & Lake and,42.0159136,-87.669144,google,NA,NA,google,"c(-87.669144, 42.0159136)",49,33,49033
26,Miscellaneous-CDOT,"Installation of Street Cleaning Signs & sections 3 , 4 , 5 ,6 &",2010,85528,21113,"Installation of Street Cleaning Signs & sections 3 , 4 , 5 ,6",Installation of Street Cleaning Signs &,41.7679382,-87.8140025,google,41.7679382,-87.8140025,google,"c(-87.8140025, 41.7679382)",NA,NA,NA
32,Miscellaneous-CDOT,Lincoln & Barry & Greenview,2010,44,26004,Lincoln & Barry,Lincoln & Greenview,41.9378983,-87.6661648,google,41.9378983,-87.6661648,google,"c(-87.6661648, 41.9378983)",32,7,32007
32,Miscellaneous-CDOT,Lincoln & Wellington & Southport,2009,2300,25938,Southport & Wellington,Lincoln & Southport,41.9361388,-87.663677,google,41.9361388,-87.663677,google,"c(-87.663677, 41.9361388)",32,8,32008
41,Curb & Gutter Menu,ON N ALGONQUIN AVE FROM N HIAWATHA AV (6530 N) TO N HIAWATHA AV (6583 N),2012,9506,33095,N ALGONQUIN AVE and N HIAWATHA AV,N ALGONQUIN AVE and N HIAWATHA AV,42.0008384,-87.7650339,google,42.0008384,-87.7650339,google,"c(-87.7650339, 42.0008384)",41,44,41044
25,Sidewalk Menu,ON N ASHLAND AVE FROM W 32ND PL (3230 S) TO W 32ND ST (3180 S),2014,6283,20576,N ASHLAND AVE and W 32ND PL,N ASHLAND AVE and W 32ND ST,41.8347553,-87.6655975,google,41.8347553,-87.6655975,google,"c(-87.6655975, 41.8347553)",11,26,11026
45,Street Resurface Menu,N AUSTIN AV-- Dead End (5422 N) -to- N NORTHWEST HW (5475 N),2007,11524,36117,N AUSTIN AV AND Dead End,N AUSTIN AV AND N NORTHWEST HW,NA,NA,google,41.98058838000003,-87.77808589299997,census,"c(-87.778085893, 41.98058838)",45,11,45011
39,Street Resurface Menu,N AVERS AV-- W AINSLIE ST (4900 N) -to- W AINSLIE ST (4900 N),2009,2789,31526,N AVERS AV AND W AINSLIE ST,N AVERS AV AND W AINSLIE ST,41.97010451300008,-87.72445255599996,census,41.97010451300008,-87.72445255599996,census,"c(-87.724452556, 41.9701045130001)",39,12,39012
45,Street Speed Hump Menu,N AVONDALE AV-- N MARMORA AV (5222 N) -to- N MARMORA AV (5222 N) 2,2010,3500,36247,N AVONDALE AV AND N MARMORA AV,N AVONDALE AV AND N MARMORA AV,41.97723981300004,-87.77569807999998,census,41.97723981300004,-87.77569807999998,census,"c(-87.77569808, 41.977239813)",45,13,45013
45,Street Resurfacing Menu (1-5),ON N AVONDALE AVE FROM N MOODY AVE (5500 N) TO N AUSTIN AV JFK XR (5430 N),2016,126725.1,36541,N AVONDALE AVE and N MOODY AVE,N AVONDALE AVE and N AUSTIN AV JFK XR,41.98091801000004,-87.78219421799997,census,NA,NA,google,"c(-87.782194218, 41.98091801)",45,15,45015
39,Street Resurface Menu,N BERNARD ST-- W AINSLIE ST (4900 N) -to- Dead End (4947 N),2005,18329,31329,N BERNARD ST AND W AINSLIE ST,N BERNARD ST AND Dead End,41.97021305000004,-87.71463599099997,census,NA,NA,google,"c(-87.714635991, 41.97021305)",39,14,39014
39,Pole Painting,N BERNARD ST-- W LAWRENCE AV (4800 N) -to- Dead End (4947 N),2008,3000,31471,N BERNARD ST AND W LAWRENCE AV,N BERNARD ST AND Dead End,41.96839204100007,-87.71458775199994,census,NA,NA,google,"c(-87.7145877519999, 41.9683920410001)",39,22,39022
35,Street Speed Hump Menu,N BERNARD ST-- W BYRON ST (3900 N) -to- W BYRON ST (3900 N) 2,2010,3700,28430,N BERNARD ST AND W BYRON ST,N BERNARD ST AND W BYRON ST,41.9520189,-87.7140547,google,41.9520189,-87.7140547,google,"c(-87.7140547, 41.9520189)",35,26,35026
35,Sidewalk Menu,N CALIFORNIA AV-- W DIVERSEY AV (2800 N) -to- W KENNEDY ENTR RP (2916 N),2010,15776,28394,N CALIFORNIA AV AND W DIVERSEY AV,N CALIFORNIA AV AND W KENNEDY ENTR RP,41.932109,-87.6976128,google,NA,NA,google,"c(-87.6976128, 41.932109)",35,18,35018
2,Street Lighting,N CALIFORNIA AV-- W MADISON ST (0 N) -to- W KENNEDY ENTR RP (2916 N),2008,5400,1395,N CALIFORNIA AV AND W MADISON ST,N CALIFORNIA AV AND W KENNEDY ENTR RP,41.8810889,-87.6962626,google,NA,NA,google,"c(-87.6962626, 41.8810889)",2,48,02048
2,Sidewalk Menu,N CALIFORNIA AV-- W MAYPOLE AV (134 N) -to- W MAYPOLE AV (134 N),2008,8104,1267,N CALIFORNIA AV AND W MAYPOLE AV,N CALIFORNIA AV AND W MAYPOLE AV,41.8836448,-87.6963552,google,41.8836448,-87.6963552,google,"c(-87.6963552, 41.8836448)",2,5,02005
43,Pole Painting,N CAMBRIDGE AV-- W BELDEN AV (2300 N) -to- Dead End (2315 N),2006,600,34405,N CAMBRIDGE AV AND W BELDEN AV,N CAMBRIDGE AV AND Dead End,41.923727073000066,-87.64221771999996,census,NA,NA,google,"c(-87.64221772, 41.9237270730001)",43,20,43020
27,Miscellaneous-CDOT,N CENTRAL PARK AV-- W FRANKLIN (N) SD(504 N) -to- W FRANKLIN (N) SD(504 N),2006,50969,21661,N CENTRAL PARK AV AND W FRANKLINSD,N CENTRAL PARK AV AND W FRANKLINSD,41.8899719,-87.7163432,google,41.8899719,-87.7163432,google,"c(-87.7163432, 41.8899719)",27,14,27014
45,Street Bump Outs Menu,ON N CICERO AVE FROM W BERTEAU AV (4140 N) TO W BERTEAU AV (4200 N),2012,5937,36336,N CICERO AVE and W BERTEAU AV,N CICERO AVE and W BERTEAU AV,41.9570638,-87.7474702,google,41.9570638,-87.7474702,google,"c(-87.7474702, 41.9570638)",45,7,45007
49,Sidewalk Menu,N CLAREMONT AV-- W BIRCHWOOD AV (7452 N) -to- W BIRCHWOOD AV (7452 N),2010,3547,39238,N CLAREMONT AV AND W BIRCHWOOD AV,N CLAREMONT AV AND W BIRCHWOOD AV,42.0174253,-87.6889541,google,42.0174253,-87.6889541,google,"c(-87.6889541, 42.0174253)",49,21,49021
42,Street Bump Outs Menu,N CLARK ST-- W WALTON ST (932 N) -to- W WALTON ST (932 N),2008,18930,33694,N CLARK ST AND W WALTON ST,N CLARK ST AND W WALTON ST,41.899792664000074,-87.63132784499999,census,41.899792664000074,-87.63132784499999,census,"c(-87.631327845, 41.8997926640001)",42,45,42045
43,Curb/Gutter Menu,N CLEVELAND AV-- W EVERGREEN AV (1332 N) -to- W EVERGREEN AV (1332 N),2009,1080,34564,N CLEVELAND AV AND W EVERGREEN AV,N CLEVELAND AV AND W EVERGREEN AV,41.90648175600006,-87.64087507799997,census,41.90648175600006,-87.64087507799997,census,"c(-87.640875078, 41.9064817560001)",27,9,27009
