ward,type,location,year,est_cost,id,point_location,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
29,Curb & Gutter Menu,1059 N MAYFIELD AVE,2019,5163.43666666667,42049,1059 N MAYFIELD AVE,google,"c(-87.7725689, 41.9001081)",29,37,29037
21,Sidewalk Menu,1059 W 92ND PL,2022,9522.48,17382,1059 W 92ND PL,google,"c(-87.6504477, 41.7256919)",21,19,21019
10,Miscellaneous-CDOT,106 th & Ewing,2007,39000,7293,106 th & Ewing,google,"c(-87.5352922, 41.7027328)",10,31,10031
19,Chicago Park District,106 th & Western,2005,150000,15316,106 th & Western,google,"c(-87.6813835, 41.7009119)",19,34,19034
10,Sidewalk Menu,10600 S AVENUE G,2017,14938.86,7789,10600 S AVENUE G,census,"c(-87.531662081, 41.702572649)",10,31,10031
10,Sidewalk Menu,10609 S AVENUE G,2019,6579,7868,10609 S AVENUE G,census,"c(-87.531647396, 41.702448331)",10,38,10038
10,Sidewalk Menu,10613 S AVENUE D,2021,2981.27,7951,10613 S AVENUE D,census,"c(-87.528166173, 41.70203759)",10,38,10038
10,Sidewalk Menu,10614 S MACKINAW AVE,2018,2899,7830,10614 S MACKINAW AVE,census,"c(-87.542568036, 41.7020238540001)",10,35,10035
10,Sidewalk Menu,10614 S MACKINAW AVE,2018,9093,7842,10614 S MACKINAW AVE,census,"c(-87.542568036, 41.7020238540001)",10,35,10035
34,Curb & Gutter Menu,10614 S MARTIN ST,2021,4882.97,28027,10614 S MARTIN ST,census,"c(-87.6559967219999, 41.700670126)",21,20,21020
9,Traffic Signal Miscellaneous Menu,10616 S EDBROOKE AVE,2016,141,6732,10616 S EDBROOKE AVE,census,"c(-87.6196787979999, 41.7017254030001)",9,29,09029
9,Street Lighting,10618 S DAUPHIN AVE,2011,300,6562,10618 S DAUPHIN AVE,census,"c(-87.6088881319999, 41.7012002710001)",9,22,09022
10,Sidewalk Menu,10621 S MACKINAW AVE,2018,7715,7841,10621 S MACKINAW AVE,census,"c(-87.5425533499999, 41.7019550100001)",10,35,10035
10,Sidewalk Menu,10626 S AVENUE O,2021,2098.04,7952,10626 S AVENUE O,census,"c(-87.5400989089999, 41.702065125)",10,35,10035
10,Sidewalk Menu,10627 S AVENUE F,2017,3933.81,7791,10627 S AVENUE F,census,"c(-87.5304414289999, 41.702160576)",10,38,10038
34,Sidewalk Menu,10636 S PEORIA ST,2016,1582.375,42540,10636 S PEORIA ST,census,"c(-87.6450771139999, 41.7007283)",34,21,34021
9,Bollard Menu,10645 S INDIANA AV,2008,714,6445,10645 S INDIANA AV,census,"c(-87.618465642, 41.7011424880001)",9,32,09032
34,Sidewalk Menu,10656 S PEORIA ST,2016,1582.375,42541,10656 S PEORIA ST,census,"c(-87.645067925, 41.700418187)",34,21,34021
48,Sidewalk Menu,1066 W AINSLIE ST,2017,18748.49,38803,1066 W AINSLIE ST,census,"c(-87.655995849, 41.971569333)",46,40,46040
34,Sidewalk Menu,10700 S EMERALD AVE,2018,12562.83,27946,10700 S EMERALD AVE,census,"c(-87.6413814049999, 41.6990908120001)",34,2,34002
10,Sidewalk Menu,10700 S GREEN BAY AVE,2017,12768.17,7794,10700 S GREEN BAY AVE,census,"c(-87.5413487229999, 41.7008118860001)",10,39,10039
10,Sidewalk Menu,10701 S AVENUE M,2022,7906,8019,10701 S AVENUE M,census,"c(-87.537689287, 41.700787819)",10,11,10011
10,Sidewalk Menu,10718 S MACKINAW AVE,2018,5180.5,40658,10718 S MACKINAW AVE,census,"c(-87.542567778, 41.7005281780001)",10,39,10039
10,Sidewalk Menu,10721 S HOXIE AVE,2019,652,7885,10721 S HOXIE AVE,census,"c(-87.560766415, 41.7005092470001)",10,40,10040
10,Sidewalk Menu,10726 S AVENUE F,2019,9189,7871,10726 S AVENUE F,census,"c(-87.5304568079999, 41.7003464040001)",10,38,10038
10,Sidewalk Menu,10740 S AVENUE F,2022,2267.96,8020,10740 S AVENUE F,census,"c(-87.5304576089999, 41.7001283650001)",10,38,10038
9,Sidewalk Menu,10744 S EBERHART AVE,2022,6710.71,6897,10744 S EBERHART AVE,census,"c(-87.611104615, 41.6990722680001)",9,9,09009
10,Sidewalk Menu,10749 S AVENUE H,2022,1577.48,8021,10749 S AVENUE H,census,"c(-87.53285543, 41.700015901)",10,31,10031
10,Sidewalk Menu,10751 S AVENUE G,2020,5888.61,7909,10751 S AVENUE G,census,"c(-87.531647396, 41.6999765530001)",10,38,10038
10,Sidewalk Menu,10755 S AVENUE F,2016,6462.19,7756,10755 S AVENUE F,census,"c(-87.530443726, 41.699910297)",10,38,10038
34,Sidewalk Menu,10756 S LOWE AVE,2017,1381.86,27915,10756 S LOWE AVE,census,"c(-87.6389363219999, 41.698462938)",34,2,34002
34,Sidewalk Menu,10756 S LOWE AVE,2018,15056.86,27943,10756 S LOWE AVE,census,"c(-87.6389363219999, 41.698462938)",34,2,34002
10,Sidewalk Menu,10757 S GREEN BAY AVE,2021,4323.52,7953,10757 S GREEN BAY AVE,census,"c(-87.541335324, 41.6999395080001)",10,39,10039
6,Street Light Upgrade Menu,108 E 83RD ST,2019,500,4681,108 E 83RD ST,google,"c(-87.6207397, 41.743892)",6,41,06041
44,Miscellaneous Other,108 signs will be posted in the designated areas of the ward,2013,10497,35568,108 signs will be posted in the designated areas of the ward,google,"c(-87.6273439, 41.8914528)",42,22,42022
10,POD Camera,108 th & Buffalo,2007,36000,40647,108 th & Buffalo,google,"c(-87.5437694, 41.6991248)",10,39,10039
2,Street Light Residential Staggered Piggy Back Menu,108 W GERMANIA PL,2019,12052.76,2253,108 W GERMANIA PL,census,"c(-87.6317554829999, 41.9104347680001)",42,33,42033
34,Guardrail Menu,10800 S EGGLESTON AV,2008,800,27392,10800 S EGGLESTON AV,census,"c(-87.634112145, 41.69777615)",34,30,34030
10,Street Lighting,10800 S HOXIE AVE,2011,3500,7517,10800 S HOXIE AVE,census,"c(-87.5607609749999, 41.69907706)",10,40,10040
10,Sidewalk Menu,10800 S TORRENCE AVE,2021,1455.29666666667,40695,10800 S TORRENCE AVE,census,"c(-87.559554471, 41.6990474720001)",10,40,10040
9,High Definition Camera,10800 S. Langley,2013,22500,6631,10800 S. Langley,google,"c(-87.6059593, 41.6973572)",9,42,09042
10,Sidewalk Menu,10801 S MACKINAW AVE,2019,12530,7880,10801 S MACKINAW AVE,census,"c(-87.5425533499999, 41.698994628)",10,39,10039
10,POD Camera,10801 S. Hoxie,2010,1800,7513,10801 S. Hoxie,census,"c(-87.560746291, 41.699077177)",10,40,10040
10,Sidewalk Menu,10810 S AVENUE N,2019,4094,7869,10810 S AVENUE N,google,"c(-87.5392041, 41.6986874)",10,39,10039
10,Bollard Menu,10810 S BUFFALO AV,2007,4284,7279,10810 S BUFFALO AV,census,"c(-87.543778021, 41.6988361900001)",10,46,10046
10,Sidewalk Menu,10823 S AVENUE O,2021,4808.5,7954,10823 S AVENUE O,census,"c(-87.540076619, 41.698639756)",10,39,10039
10,Sidewalk Menu,10825 S AVENUE B,2019,9089,7881,10825 S AVENUE B,census,"c(-87.525771457, 41.6985329560001)",10,20,10020
10,Sidewalk Menu,10826 S AVENUE N,2017,4044.46,7788,10826 S AVENUE N,google,"c(-87.539222, 41.6983363)",10,39,10039
10,Sidewalk Menu,10836 S AVENUE J,2020,6176.42,7911,10836 S AVENUE J,census,"c(-87.534082053, 41.6983968820001)",10,11,10011
10,Alley Speed Hump Menu,10836 S EWING AVE,2019,700,7861,10836 S EWING AVE,census,"c(-87.5352880189999, 41.698402464)",10,11,10011
10,Sidewalk Menu,10844 S AVENUE J,2021,5577.62,7955,10844 S AVENUE J,census,"c(-87.534082053, 41.6982728400001)",10,11,10011
10,Sidewalk Menu,10858 S GREEN BAY AVE,2021,3746.5,40698,10858 S GREEN BAY AVE,census,"c(-87.541350009, 41.698091317)",10,39,10039
10,Sidewalk Menu,10859 S MACKINAW AVE,2017,20765.91,7785,10859 S MACKINAW AVE,census,"c(-87.5425533499999, 41.6980913240001)",10,39,10039
19,Miscellaneous CDOT Projects,10859 S TALMAN AVE,2022,660,15856,10859 S TALMAN AVE,census,"c(-87.6874349459999, 41.6961303670001)",19,46,19046
10,POD Camera,10900 S. Ave. J,2009,25000,7478,10900 S. Ave. J,census,"c(-87.534082053, 41.6971448360001)",10,11,10011
34,Street Light Arterial,10905 S NORMAL,2012,3500,27681,10905 S NORMAL,google,"c(-87.6349673, 41.6958589)",34,36,34036
9,Guardrail Menu,10909 S COTTAGE GROVE AV,2007,1200,6419,10909 S COTTAGE GROVE AV,google,"c(-87.6083009, 41.6964893)",9,42,09042
10,Sidewalk Menu,10918 S BUFFALO AVE,2021,1355.82,7956,10918 S BUFFALO AVE,census,"c(-87.543787944, 41.6969041670001)",10,46,10046
10,Sidewalk Menu,10927 S AVENUE L,2021,12254.54,7957,10927 S AVENUE L,census,"c(-87.536479301, 41.696747369)",10,11,10011
10,Street Resurfacing Menu,10931 S BUFFALO AVE,2020,4382.495,40689,10931 S BUFFALO AVE,census,"c(-87.543774087, 41.6967184800001)",10,46,10046
10,Street Resurfacing Menu,10939 S BUFFALO AVE,2020,4382.495,40690,10939 S BUFFALO AVE,census,"c(-87.5437746379999, 41.6965947140001)",10,46,10046
10,Sidewalk Menu,10946 S EWING AVE,2022,5740.94,8022,10946 S EWING AVE,census,"c(-87.5352880189999, 41.6964352000001)",10,11,10011
19,Street Resurfacing Menu,10954 S FAIRFIELD AVE,2021,1699.845,41320,10954 S FAIRFIELD AVE,census,"c(-87.689855614, 41.6943462040001)",19,17,19017
4,3 LPR No POD Cameras: 101 W Ida B Wells; 110 E Roosevelt Rd; 600 S State St,110 E ROOSEVELT RD,2021,27410,40405,110 E ROOSEVELT RD,google,"c(-87.6237896, 41.8675835)",2,18,02018
5,Sidewalk Menu,1100 E MIDWAY PLAISANCE,2016,17712.505,40429,1100 E MIDWAY PLAISANCE,google,"c(-87.5992537, 41.7871844)",5,27,05027
37,Street Speed Hump Menu,1100 N KEDVALE AVE,2018,1850,30373,1100 N KEDVALE AVE,census,"c(-87.7299502829999, 41.900931819)",37,8,37008
37,Street Lighting,1100 N LATROBE AV,2006,2200,29898,1100 N LATROBE AV,census,"c(-87.7569735719999, 41.9005538810001)",37,23,37023
29,Curb & Gutter Menu,1100 N MAYFIELD AVE,2019,6244.77,42046,1100 N MAYFIELD AVE,google,"c(-87.7732009, 41.9003599)",29,13,29013
27,2 POD CAMERAS: 1100 N MONTICELLO AVE & 1200 N MONTICELLO AVE,1100 N MONTICELLO AVE,2019,24776,41911,1100 N MONTICELLO AVE,census,"c(-87.7177259329999, 41.9010224570001)",27,24,27024
29,Sidewalk Menu,1100 N PARKSIDE AVE,2018,27556.12,23571,1100 N PARKSIDE AVE,census,"c(-87.766809134, 41.900415943)",29,46,29046
27,POD Camera: 1100 N. Ridgeway Ave,1100 N RIDGEWAY AVE,2019,24776,22224,1100 N RIDGEWAY AVE,census,"c(-87.720165062, 41.901010129)",27,24,27024
2,1 PTZ Camera - NW 1100 N State,1100 N STATE ST,2022,24776,2328,1100 N STATE ST,census,"c(-87.627491103, 41.8672124070001)",2,22,02022
49,Street Speed Hump Menu,1100 W ALBION AVE,2016,1850,39531,1100 W ALBION AVE,census,"c(-87.659067436, 42.0025824160001)",49,7,49007
48,Street Lighting,1100 W BERWYN AV,2009,800,38521,1100 W BERWYN AV,census,"c(-87.6585793149999, 41.9781738900001)",48,45,48045
43,In-Road State Law Stop For Pedestrians Sign Menu,1100 W FULLERTON AVE,2022,175,43105,1100 W FULLERTON AVE,google,"c(-87.6562694, 41.9256224)",43,2,43002
43,Sidewalk Menu,1100 W WEBSTER AVE,2020,45855.65,35187,1100 W WEBSTER AVE,census,"c(-87.65601044, 41.9217049170001)",32,49,32049
44,Street Light Upgrade Menu,1100 W WOLFRAM ST,2017,500,35857,1100 W WOLFRAM ST,census,"c(-87.6564590849999, 41.9335097160001)",44,40,44040
25,POD Camera,1100 W. 18 th St.,2009,16738,20308,1100 W. 18 th St.,census,"c(-87.6534123119999, 41.858003377)",25,17,25017
25,POD Camera,1100 W. 18 th St.,2010,8262,20449,1100 W. 18 th St.,census,"c(-87.6534123119999, 41.858003377)",25,17,25017
5,Sidewalk Menu,1101 E MIDWAY PLAISANCE,2016,17712.505,40430,1101 E MIDWAY PLAISANCE,google,"c(-87.5992537, 41.7871844)",5,27,05027
37,Miscellaneous CDOT Projects,1101 N LONG AVE,2019,6000,30383,1101 N LONG AVE,census,"c(-87.7608227489999, 41.900404349)",37,7,37007
29,Curb & Gutter Menu,1101 N MAYFIELD AVE,2019,5163.43666666667,42048,1101 N MAYFIELD AVE,google,"c(-87.7725939, 41.9003645)",29,13,29013
24,Sidewalk Menu,1101 S KEELER AVE,2021,17633.09,19894,1101 S KEELER AVE,census,"c(-87.730116459, 41.867890441)",24,22,24022
28,Sidewalk Menu,1101 S RICHMOND ST,2021,2095.88,23045,1101 S RICHMOND ST,google,"c(-87.6992747, 41.8681774)",28,54,28054
49,Sidewalk Menu,1101 W NORTH SHORE AVE,2021,2312.33,39690,1101 W NORTH SHORE AVE,census,"c(-87.6587630769999, 42.003709364)",49,7,49007
27,Sidewalk Menu,1103 N RIDGEWAY AVE,2021,3214.67,22270,1103 N RIDGEWAY AVE,census,"c(-87.720150858, 41.9010339500001)",27,24,27024
9,Sidewalk Menu,11036 S INDIANA AVE,2022,11533.455,40639,11036 S INDIANA AVE,google,"c(-87.6185415, 41.6932975)",9,43,09043
19,Miscellaneous-CDOT,11039 S Christiana,2010,15369,15479,11039 S Christiana,google,"c(-87.7043086, 41.6923038)",19,54,19054
34,Sidewalk Menu,1104 W 104TH PL,2016,2346.18,27871,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34,35,34035
34,Sidewalk Menu,1104 W 104TH PL,2017,3198.36,27914,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34,35,34035
34,Sidewalk Menu,1104 W 104TH PL,2018,8739.36,27941,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34,35,34035
34,Sidewalk Menu,1104 W 104TH PL,2018,28335.22,27942,1104 W 104TH PL,census,"c(-87.650316784, 41.704121543)",34,35,34035
9,Sidewalk Menu,11040 S INDIANA AVE,2022,11533.455,40640,11040 S INDIANA AVE,google,"c(-87.6185126, 41.6931899)",9,43,09043
34,Guardrail Menu,11043 S VINCENNES AV,2006,460,27248,11043 S VINCENNES AV,census,"c(-87.662838073, 41.6928170400001)",34,19,34019
34,Bollard Menu,11044 S PRINCETON AV,2006,1428,27241,11044 S PRINCETON AV,census,"c(-87.630329812, 41.6932041060001)",34,37,34037
10,Sidewalk Menu,11045 S AVENUE L,2022,4461.82,8023,11045 S AVENUE L,census,"c(-87.536479301, 41.69464909)",10,27,10027
10,Sidewalk Menu,11048 S AVENUE N,2019,14798,7874,11048 S AVENUE N,google,"c(-87.5391798, 41.6940816)",10,27,10027
29,Miscellaneous CDOT Projects,1105 N MASSASOIT AVE,2021,150,23670,1105 N MASSASOIT AVE,census,"c(-87.7692296549999, 41.9004792910001)",29,46,29046
1,Sidewalk Menu,1107 N HERMITAGE AVE,2016,443.94,40231,1107 N HERMITAGE AVE,google,"c(-87.6708901, 41.9024648)",1,47,01047
29,Miscellaneous CDOT Projects,1107 N MASSASOIT AVE,2021,150,23671,1107 N MASSASOIT AVE,census,"c(-87.769230695, 41.9005105090001)",29,46,29046
26,Alley Apron Menu,1107 N SACRAMENTO AVE,2018,20904.63,21445,1107 N SACRAMENTO AVE,census,"c(-87.701767003, 41.9013346750001)",26,27,26027
25,Sidewalk Menu,1108 W MADISON ST,2016,4971.26,20657,1108 W MADISON ST,census,"c(-87.654978534, 41.881694737)",27,7,27007
26,Sidewalk Menu,1109 N SACRAMENTO AVE,2016,3204.76,21375,1109 N SACRAMENTO AVE,census,"c(-87.701768234, 41.9013900570001)",26,27,26027
16,Curb & Gutter Menu,1109 W GARFIELD BLVD,2022,32341.79,13763,1109 W GARFIELD BLVD,census,"c(-87.652823348, 41.793821338)",16,15,16015
9,POD Camera,111 th & Vernon,2009,24000,6524,111 th & Vernon,google,"c(-87.6121424, 41.6918711)",9,38,09038
26,Alley Resurfacing Menu,1110 N MOZART ST,2022,22461.11,41838,1110 N MOZART ST,census,"c(-87.698094338, 41.9013185740001)",26,27,26027
34,Miscellaneous-CDOT,11100 S Halstead St.,2010,20598,27528,11100 S Halstead St.,census,"c(-87.642380741, 41.6923085020001)",34,43,34043
9,Sidewalk Menu,11100 S LANGLEY AVE,2019,41729.71,6811,11100 S LANGLEY AVE,census,"c(-87.6059931729999, 41.692335025)",9,37,09037
9,Sidewalk Menu,11100 S LANGLEY AVE,2019,6166.59,6812,11100 S LANGLEY AVE,census,"c(-87.6059931729999, 41.692335025)",9,37,09037
26,Sidewalk Menu,1111 N FRANCISCO AVE,2021,2847.95,41831,1111 N FRANCISCO AVE,census,"c(-87.699305689, 41.9013073450001)",26,27,26027
1,Sidewalk Menu,1111 N PAULINA ST,2022,3172.43,923,1111 N PAULINA ST,census,"c(-87.669906902, 41.902332507)",1,2,01002
4,Street Bump Outs Menu,1111 S WABASH AVE,2021,6190.7,3578,1111 S WABASH AVE,census,"c(-87.625838566, 41.868426039)",2,8,02008
4,Sidewalk Menu,1112 S WABASH AVE,2016,6539.65,3420,1112 S WABASH AVE,census,"c(-87.625873922, 41.8690867720001)",2,53,02053
25,Alley Resurfacing Menu,1112 W CULLERTON ST,2018,23494.04,20708,1112 W CULLERTON ST,census,"c(-87.6539157239999, 41.8552421960001)",25,2,25002
25,Sidewalk Menu,1112 W TAYLOR ST,2022,13593.6,20863,1112 W TAYLOR ST,census,"c(-87.654777953, 41.8694560590001)",25,27,25027
25,Alley Resurfacing Menu,1112 W TAYLOR ST,2021,6155.3,41693,1112 W TAYLOR ST,census,"c(-87.654777953, 41.8694560590001)",25,27,25027
1,Sidewalk Menu,1113 N HERMITAGE AVE,2016,443.94,40230,1113 N HERMITAGE AVE,census,"c(-87.671131417, 41.9023223520001)",1,47,01047
34,Street Light Upgrade Menu,11132 S ASHLAND AVE,2017,500,42543,11132 S ASHLAND AVE,census,"c(-87.662353394, 41.691279427)",34,19,34019
10,Sidewalk Menu,11137 S EWING AVE,2018,3076,7828,11137 S EWING AVE,census,"c(-87.5352733349999, 41.6927593)",10,27,10027
44,Alley Apron Menu,1114 W ROSCOE ST,2016,9738.07,35770,1114 W ROSCOE ST,census,"c(-87.6573042539999, 41.9435294210001)",44,38,44038
34,Street Light Upgrade Menu,11142 S ASHLAND AVE,2017,500,42542,11142 S ASHLAND AVE,census,"c(-87.662512371, 41.691055723)",34,19,34019
26,Sidewalk Menu,1115 N FRANCISCO AVE,2022,1759.97,21573,1115 N FRANCISCO AVE,census,"c(-87.69836091, 41.8674521400001)",28,54,28054
43,Alley Apron Menu,1115 W BELDEN AVE,2016,3180.12,34982,1115 W BELDEN AVE,census,"c(-87.656702652, 41.923501806)",32,49,32049
43,Alley Apron Menu,1115 W BELDEN AVE,2017,7736.8,35063,1115 W BELDEN AVE,census,"c(-87.656702652, 41.923501806)",32,49,32049
43,Street Light Upgrade Menu,1115 W DIVERSEY PKWY,2016,450,35052,1115 W DIVERSEY PKWY,google,"c(-87.6565005, 41.932376)",32,32,32032
44,Sidewalk Menu,1119 W GRACE ST,2018,3031.42,35881,1119 W GRACE ST,census,"c(-87.6577372849999, 41.951066864)",44,31,44031
10,Miscellaneous-CDOT,112 th & Ewing,2007,39000,7292,112 th & Ewing,google,"c(-87.5352604, 41.691844)",10,27,10027
34,Sidewalk Menu,11201 S GREEN ST,2021,28286.69,28034,11201 S GREEN ST,census,"c(-87.643524101, 41.6903798270001)",34,43,34043
37,Sidewalk Menu,1121 N KEYSTONE AVE,2019,36505.63,30386,1121 N KEYSTONE AVE,census,"c(-87.727479032, 41.9012888120001)",27,2,27002
27,Street Light Upgrade Menu,1122 N LAWNDALE AVE,2019,500,22228,1122 N LAWNDALE AVE,google,"c(-87.7192137, 41.9016599)",27,24,27024
26,Sidewalk Menu,1123 N SACRAMENTO AVE,2021,5689.13,21548,1123 N SACRAMENTO AVE,census,"c(-87.7017787359999, 41.9017777400001)",26,27,26027
48,Sidewalk Menu,1123 W THORNDALE AVE,2017,479.26,38804,1123 W THORNDALE AVE,census,"c(-87.659213788, 41.990032489)",48,16,48016
44,Sidewalk Menu,1123 W WELLINGTON AVE,2016,2563.73,35793,1123 W WELLINGTON AVE,census,"c(-87.657307123, 41.936216619)",44,27,44027
37,Alley Speed Hump Menu,1124 N PULASKI RD,2022,700,30474,1124 N PULASKI RD,census,"c(-87.7262744239999, 41.9015810110001)",27,2,27002
44,Miscellaneous CDOT Projects,1124 W BARRY AVE,2019,582.5,43172,1124 W BARRY AVE,census,"c(-87.6573909849999, 41.9380486200001)",44,10,44010
44,Miscellaneous CDOT Projects,1125 W WELLINGTON AVE,2019,500,43191,1125 W WELLINGTON AVE,census,"c(-87.6573797189999, 41.936215416)",44,27,44027
10,Curb & Gutter Menu,11256 S AVENUE H,2022,23614.28,8007,11256 S AVENUE H,census,"c(-87.532872066, 41.6906154070001)",10,19,10019
44,Alley Resurfacing Menu (1-1),1128 W NEWPORT AVE,2018,23116.295,43134,1128 W NEWPORT AVE,census,"c(-87.657987156, 41.9444289640001)",44,38,44038
26,Sidewalk Menu,1130 N FRANCISCO AVE,2021,2847.95,41830,1130 N FRANCISCO AVE,census,"c(-87.6993261269999, 41.9015371740001)",26,27,26027
49,Sidewalk Menu,1130 W NORTH SHORE AVE,2018,1321.85,39609,1130 W NORTH SHORE AVE,census,"c(-87.659669134, 42.003706939)",49,7,49007
9,POD Camera,11300 E. Edbrooke,2010,20000,6554,11300 E. Edbrooke,google,"c(-87.6196766, 41.6889104)",9,31,09031
19,POD Camera,11300 S Hermosa,2007,12000,41319,11300 S Hermosa,census,"c(-87.6682819819999, 41.6890742860001)",19,50,19050
26,Sidewalk Menu,1131 N FRANCISCO AVE,2021,2847.95,41829,1131 N FRANCISCO AVE,census,"c(-87.699311399, 41.9015374100001)",26,27,26027
27,Alley Speed Hump Menu,1131 N RIDGEWAY AVE,2017,350,41898,1131 N RIDGEWAY AVE,census,"c(-87.720159574, 41.9013577100001)",27,24,27024
44,Miscellaneous CDOT Projects,1133 W CORNELIA AVE,2019,582.5,43179,1133 W CORNELIA AVE,census,"c(-87.658588385, 41.945319243)",44,38,44038
43,Miscellaneous CDOT Projects,1135 W BELDEN AVE,2018,1000,35123,1135 W BELDEN AVE,census,"c(-87.656804505, 41.923499543)",32,49,32049
34,Bollard Menu,11352 S BISHOP ST,2006,714,27240,11352 S BISHOP ST,census,"c(-87.658432444, 41.6868098140001)",34,55,34055
9,Street Light Upgrade Menu,11361 S INDIANA AVE,2017,406,40620,11361 S INDIANA AVE,census,"c(-87.618121426, 41.6877752450001)",9,31,09031
16,Miscellaneous CDOT Projects,1137 W 63RD ST,2022,101,13765,1137 W 63RD ST,census,"c(-87.65376384, 41.779616807)",16,28,16028
44,Miscellaneous CDOT Projects,1139 W WELLINGTON AVE,2019,500,43192,1139 W WELLINGTON AVE,census,"c(-87.657957142, 41.9362063040001)",44,27,44027
17,Alley Resurfacing Menu,1140 W 79TH ST,2017,15039.59,14265,1140 W 79TH ST,census,"c(-87.652775597, 41.750515503)",17,55,17055
21,Sidewalk Menu,1140 W 90TH ST,2022,4301.87,17383,1140 W 90TH ST,google,"c(-87.6524675, 41.7306267)",21,44,21044
34,Curb & Gutter Menu,11400 S WALLACE ST,2016,9404.71,27861,11400 S WALLACE ST,google,"c(-87.6376666, 41.6868049)",34,23,34023
9,Street Light Upgrade Menu,11404 S INDIANA AVE,2017,406,40619,11404 S INDIANA AVE,google,"c(-87.6184247, 41.6868966)",9,31,09031
44,Alley Apron Menu,1141 W WOLFRAM ST,2016,7564.47,35776,1141 W WOLFRAM ST,census,"c(-87.65782785, 41.9334769880001)",44,40,44040
37,Sidewalk Menu,1142 N KARLOV AVE,2022,2988.17,30480,1142 N KARLOV AVE,google,"c(-87.7289836, 41.9020662)",37,8,37008
44,Alley Apron Menu,1142 W GEORGE ST,2022,41172.68,43247,1142 W GEORGE ST,census,"c(-87.657157318, 41.934409079)",44,40,44040
49,Alley Speed Hump Menu,1142 W NORTH SHORE AVE,2016,700,39491,1142 W NORTH SHORE AVE,census,"c(-87.6598623259999, 42.0037040810001)",49,7,49007
44,Alley Apron Menu,1142 W OAKDALE AVE,2022,18813.92,43250,1142 W OAKDALE AVE,census,"c(-87.6571847119999, 41.935311379)",44,27,44027
34,Curb & Gutter Menu,11421 S ASHLAND AVE,2016,2859.06,27864,11421 S ASHLAND AVE,google,"c(-87.6626996, 41.720848)",21,1,21001
9,Curb & Gutter Menu,11424 S CHAMPLAIN AVE,2020,29206.28,6838,11424 S CHAMPLAIN AVE,census,"c(-87.607094229, 41.6869487010001)",9,25,09025
21,Miscellaneous-BOE,1143 W 91 ST,2007,1000,16653,1143 W 91 ST,google,"c(-87.6521253, 41.7286537)",21,10,21010
44,Alley Apron Menu,1143 W GEORGE ST,2022,41172.68,43248,1143 W GEORGE ST,census,"c(-87.6580117299999, 41.9343839410001)",44,40,44040
34,Curb & Gutter Menu,11430 S PARNELL AVE,2019,4427.09,27975,11430 S PARNELL AVE,census,"c(-87.6361412749999, 41.686124105)",34,23,34023
37,Alley Apron Menu,1144 N LONG AVE,2017,27925.31,30303,1144 N LONG AVE,census,"c(-87.76087882, 41.901492123)",37,7,37007
44,Alley Apron Menu,1145 W OAKDALE AVE,2022,18813.92,43249,1145 W OAKDALE AVE,census,"c(-87.657215776, 41.935299957)",44,40,44040
