ward,type,location,year,est_cost,lat,long,query
2,Pedestrian Countdown Signal Menu,E DIVISION ST & N LAKE SHORE DR,2016,5000,41.9040332,-87.6250004,google
2,Division Street Underpass,E DIVISION ST & N LAKE SHORE DR,2017,100000,41.9040332,-87.6250004,google
43,Miscellaneous Other,E DIVISION ST & N LAKE SHORE DR,2012,13471,41.9040332,-87.6250004,google
43,Division St Underpass,E DIVISION ST & N LAKE SHORE DR,2016,100000,41.9040332,-87.6250004,google
43,Pedestrian Countdown Signal Menu,E DIVISION ST & N LAKE SHORE DR,2016,5000,41.9040332,-87.6250004,google
43,Viaduct Improvement Menu,E DIVISION ST & N LAKE SHORE DR,2018,14500,41.9040332,-87.6250004,google
42,Street Lighting,E GRAND AV & N MICHIGAN L AV,2010,15000,41.8918954,-87.6143793,google
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N COLUMBUS DR,2018,27011,41.8918125,-87.6202184,google
42,2 LPR on Existing Cameras: Lake Shore Drive & Grand Ave,E GRAND AVE & N LAKE SHORE DR,2021,21942,41.9125031,-87.6270385,google
42,Left-Turn Arrow Menu,E GRAND AVE & N MCCLURG CT,2018,19150,41.8918265,-87.6177021,google
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N MCCLURG CT,2018,27011,41.8918265,-87.6177021,google
42,Miscellaneous CDOT Projects,E GRAND AVE & N MICHIGAN LOWER AVE,2016,149.31,41.8918954,-87.6143793,google
42,Miscellaneous CDOT Projects,E GRAND AVE & N MICHIGAN LOWER AVE,2017,4095.16,41.8918954,-87.6143793,google
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N PESHTIGO CT,2018,27011,41.89188956500004,-87.61519201699997,census
42,Traffic Equipment,E GRAND AVE & N ST CLAIR ST,2014,2862,41.8917636,-87.6226751,google
42,Pavement Markings,E HURON ST & N MICHIGAN AVE,2015,1200,41.89494468000004,-87.62424882399995,census
4,Miscellaneous-Other,E Hyde Park Blvd & S Lake Park Ave,2010,66209,41.80247521100006,-87.58786080299996,census
4,Left-Turn Arrow Menu,E HYDE PARK BLVD & S LAKE PARK AVE,2017,70000,41.80247521100006,-87.58786080299996,census
4,Left-Turn Arrow Menu,E HYDE PARK BLVD & S LAKE PARK AVE,2018,6644,41.80247521100006,-87.58786080299996,census
4,In-Road State Law Stop for Pedestria,E HYDE PARK BV & S HARPER AV,2010,410,41.80245511100003,-87.58915118699997,census
42,10 LPR Cameras - Various Locations; 7 on Existing POD Cameras; 3 New Cameras,E ILLINOIS ST & N MCCLURG CT,2019,53009,41.89105342900007,-87.61766826799999,census
42,Street Lighting,E ILLINOIS ST & N MICHIGAN L AV,2010,15000,41.8915277,-87.6222427,google
42,1 POD Camera: Streeter & Illinois,E ILLINOIS ST & N STREETER DR,2021,24776,41.89113784600005,-87.61109173199998,census
42,Viaduct Improvement Menu,E KINZIE ST & N WABASH LOWER AVE,2022,100000,41.8892983,-87.6265975,google
43,Pavement Markings,E LA SALLE DR & N LAKE SHORE DR,2015,900,41.9124238,-87.6269786,google
43,4 LPR w/o Existing Camera: Lake Shore Drive & LaSalle,E LA SALLE DR & N LAKE SHORE DR,2021,109640,41.9124238,-87.6269786,google
20,Mural at E. Marquette and S. Dorchester,E MARQUETTE RD & S DORCHESTER AVE,2016,55550,41.775124,-87.591168,google
42,In-Road State Law Stop,E MCFETRIDGE DR & E MCFETRIDGE DR S,2013,550,41.8650031,-87.6170362,google
2,In-Road State Law Stop for Pedestria,E MCFETRIDGE DR & E MUSEUM DR,2008,347,41.8650031,-87.6170362,google
2,Miscellaneous-CDOT,E MCFETRIDGE DR & S LAKE SHORE DR,2009,63,41.86507691700007,-87.61405840899994,census
2,In-Road State Law Stop,E MCFETRIDGE DR & S MUSEUM CAMPUS DR,2013,550,41.8650031,-87.6170362,google
5,Traffic Signals,E MIDWAY PLAISANCE & S ELLIS AV,2005,250000,41.787163,-87.601216,google
5,In-Road State Law Stop,E MIDWAY PLAISANCE & S ELLIS AVE,2013,3300,41.787163,-87.601216,google
5,In-Road State Law Stop,E MIDWAY PLAISANCE & S ELLIS AVE,2014,3300,41.787163,-87.601216,google
42,Miscellaneous-CDOT,E NORTH WATER ST & N CITY FRONT PLAZA DR,2009,2600,41.8909546,-87.6230617,google
42,Street Speed Hump Menu,E NORTH WATER ST & N MCCLURG CT (400 E)Dead End (530 E),2011,1850,41.88919,-87.618103,google
2,Miscellaneous CDOT Projects,E OAK ST & N MICHIGAN AVE,2017,19702.21,41.9008,-87.6241339,google
42,Miscellaneous CDOT Projects,E OAK ST & N MICHIGAN AVE,2017,19702.21,41.9008,-87.6241339,google
4,Miscellaneous CDOT Projects,E OAKWOOD BLVD & S LAKE PARK AVE,2017,2100,41.82429515900003,-87.60346600599996,census
4,2 POD Camera; 3 LPRs w/o Existing Camera - Various Locations,E OAKWOOD BLVD & S LSD OAKWOOD BL ER,2021,26356.4,41.8227273,-87.6079821,google
3,Pole Painting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,1200,41.82265504500003,-87.61669947499996,census
3,Pole Painting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,400,41.82265504500003,-87.61669947499996,census
3,Street Lighting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,800,41.82265504500003,-87.61669947499996,census
3,Street Lighting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,5400,41.82265504500003,-87.61669947499996,census
42,Traffic Equipment,E OHIO ST & N FAIRBANKS CT,2014,2863,41.89260108500008,-87.62025305599997,census
42,Traffic Equipment,E OHIO ST & N MCCLURG CT,2014,2862,41.89264530400004,-87.61771248699995,census
42,Traffic Equipment,E OHIO ST & N ST CLAIR ST,2014,2863,41.89256088600007,-87.62268910699999,census
42,Pedestrian Countdown Signal Menu,E OHIO ST & N WABASH AVE,2016,20051.1,41.89249656800007,-87.62674517399995,census
42,Street Light Pole Painting Menu,E OHIO ST & N WABASH AVE,2017,2450,41.89249656800007,-87.62674517399995,census
42,Partial Traffic Signal Modernization,E ONTARIO ST & N MICHIGAN AVE,2016,10013,41.89333672500004,-87.62421264499994,census
2,POD CAMERA - PEARSON ST & DEWITT PLACE,E PEARSON ST & N DEWITT PL,2018,27011,41.89764202400005,-87.62018069799996,census
2,1 PTZ Camera - NE Lake Shore Drive at E Pearson,E PEARSON ST & N LAKE SHORE DR,2022,24776,41.897678203000055,-87.61763208899998,census
42,Miscellaneous-CDOT,E PEARSON ST & N LAKE SHORE DR,2007,600,41.897678203000055,-87.61763208899998,census
2,1 POD Camera: E PEARSON AND MIES VAN DER ROHE,E PEARSON ST & N MIES VAN DER ROHE WAY,2021,24776,41.89761790500006,-87.62183689099999,census
3,Left-Turn Arrow Menu,E PERSHING RD & S INDIANA AVE,2013,59254,41.82377659400004,-87.62159971799997,census
42,Pedestrian Countdown,E RANDOLPH LOWER ST & E RANDOLPH ST,2013,28000,41.8847679,-87.6235178,google
42,Left-Turn Arrow Menu,E RANDOLPH ST & N COLUMBUS DR,2014,26950,41.8844345,-87.6206769,google
42,In-Road State Law Stop,E RANDOLPH ST & N FIELD BLVD,2014,950,41.8845342,-87.6173955,google
42,In-Road State Law Stop,E RANDOLPH ST & N FIELD BLVD,2015,600,41.8845342,-87.6173955,google
42,In-Road State Law Stop for Pedestrians S,E RANDOLPH ST & N HARBOR DR,2011,550,41.8846703,-87.6157612,google
42,In-Road State Law Stop,E RANDOLPH ST & N HARBOR DR,2014,350,41.8846703,-87.6157612,google
42,Traffic Signal LED,E RANDOLPH ST & N MICHIGAN AVE,2014,6073,41.88447287300005,-87.62444981799996,census
42,Pavement Markings,E RANDOLPH ST & N STETSON AVE,2015,23000,41.8845158,-87.6222804,google
3,OEMC POD CAMERA - ROOSEVELT ROAD/STATE STREET UNDERPASS,E ROOSEVELT RD & S HOLDEN CT,2018,27011,41.8718247,-87.6267704,google
2,Pole Painting,E SOLIDARITY DR & S LYNN WHITE DR (800 E)Dead End (900 E),2011,6000,NA,NA,google
2,Street Lighting,E SOLIDARITY DR & S LYNN WHITE DR (800 E)Dead End (900 E),2011,9600,NA,NA,google
42,Pedestrian Refuge Island Menu,E SOUTH WATER ST & N COLUMBUS DR,2016,105009.17,41.8867847,-87.6206043,google
42,Miscellaneous CDOT Projects,E WACKER LOWER DR & N WABASH LOWER AVE,2018,42719,41.8880601,-87.6237243,google
20,POD Camera,E. 69 th St. & Indiana,2008,13000,41.7692391,-87.6202091,google
10,Miscellaneous-Other,East Side & Ewing Ave. Study,2009,45000,41.7037024,-87.5353026,google
42,New Alley Construction,"Erie, Ontario, Kingsbury & Orleans",2006,51281,NA,NA,google
42,Miscellaneous-CDOT,Erie & Kingsbury-street markings,2007,7500,41.8939033,-87.6414673,google
1,Miscellaneous-CDOT,Fairfield & Wellington,2008,12553,41.9357451,-87.6964948,google
28,POD Camera,Ferdinand & Lamon,2005,24000,41.8895448,-87.7480526,google
28,POD Camera,Ferdinand & Laramie,2005,24000,41.8893007,-87.755376,google
19,Chicago Park District,Firemans Memorial Park 106 th & Western,2008,50000,41.7059087,-87.7636486,google
48,Miscellaneous-Other,Foster & Lake Shore Drive,2008,107770,41.8127955,-87.5905131,google
28,POD Camera,Fulton & Laramie,2005,24000,41.8856349,-87.7552681,google
28,POD Camera,Fulton & Lockwood,2005,24000,41.8856005,-87.7576979,google
2,Miscellaneous-Other,Giles & 35 th,2008,2259.66666666667,41.8310656,-87.6193279,google
28,POD Camera,Gladys & Springfield,2005,24000,41.8762124,-87.7230627,google
43,Chicago Park District,Goudy Park -Astor & Schiller,2011,200000,41.905567,-87.6268213,google
26,POD Camera,Grand Ave. & Paulina,2009,25000,41.8909345,-87.6695745,google
41,1 LPR/Existing Camera - NE 6000 N. Northwest Hwy,GRANVILLE AVE & N RAVENSWOOD AVE,2022,5485.5,41.9943412,-87.6753959,google
49,Miscellaneous-CDOT,Greenview & Greenleaf,2008,1300,42.0103011,-87.6679372,google
49,Street Resurface Menu - Change Orde,Greenview & Morse to Howard,2009,1210,42.0187687,-87.6725351,google
44,POD Camera,Halsted & Aldine (NE corner),2009,25000,41.941784,-87.6493212,google
44,Traffic Signals,Halsted & Waveland,2009,50000,41.9491137,-87.6495417,google
46,Traffic Signals,Halsted & Waveland,2009,50000,41.9491137,-87.6495417,google
2,POD Camera,Hamilton & Adams (2100 Adams),2007,12000,41.8787957,-87.6794393,google
41,Miscellaneous-CDOT,Hiawatha & Leigh Viaduct,2011,29211,41.999432,-87.7620416,google
41,Miscellaneous-CDOT,Higgins & Harlem,2008,36000,41.9811164,-87.8070562,google
26,POD Camera,Hirsch & Rockwell (northwest corner),2011,20000,41.759904,-87.5236559,google
48,POD Camera,Hollywood & Kenmore (2012 installation),2010,22500,41.9185525,-87.6546036,google
26,POD Camera,Homan & Evergreen,2009,25000,41.9055086,-87.7117635,google
25,POD Camera,Hoyne & 18,2007,28000,41.8817423,-87.6790898,google
42,Miscellaneous-CDOT,Illinois & Michigan to Columbus Dr.,2006,25000,44.3148443,-85.6023643,google
42,Miscellaneous-CDOT,Illinois St. between LaSalle & Orleans,2007,500,41.9033908,-87.6374657,google
38,Miscellaneous-CDOT,IRVING PARK RD & N KEELER AVE,2010,11900,41.9536049,-87.7324479,google
2,Miscellaneous-CDOT,Jackson - between Damen & Ogden,2007,13800,41.870273,-87.6766742,google
2,POD Camera,Jackson & California,2009,13000,41.877369,-87.695824,google
24,Miscellaneous-CDOT,Jackson Blvd & Kilpatrick Ave,2008,15000,41.8768745,-87.7426855,google
28,Miscellaneous-CDOT,Jackson Blvd & Kilpatrick Ave,2008,15000,41.8768745,-87.7426855,google
30,POD Camera,Kedvale & Wabansia,2010,20000,41.9116567,-87.7300403,google
33,POD Camera,Kedzie & Montrose (SW corner),2006,245,41.961192,-87.7082388,google
33,POD Camera,Kedzie & Montrose (SW corner),2007,8563,41.961192,-87.7082388,google
33,POD Camera,Kedzie & Montrose (SW corner),2008,16192,41.961192,-87.7082388,google
28,POD Camera,Kedzie & Walnut,2005,24000,41.8853888,-87.7062426,google
48,POD Camera,Kemore & Glenlake (2012 installation),2010,22500,41.9928183,-87.6733493,google
46,Miscellaneous-CDOT,Kenmore Ave & Buena Ave.,2007,27300,41.958623715000044,-87.65624310699997,census
31,POD Camera,Kenneth & Dickens,2010,20000,41.9188564,-87.7376071,google
9,POD Camera,Kensington & Prairie,2009,24000,41.683963,-87.616766,google
31,POD Camera,Kilpatrick & McLean,2010,20000,41.9178571,-87.7437083,google
35,Miscellaneous-CDOT,Kimball & Belmont,2010,73262,41.9392819,-87.7124876,google
42,Miscellaneous-CDOT,Kinzie & Jefferson,2007,600,41.889065,-87.6428784,google
42,Miscellaneous-CDOT,Kinzie & Ohio,2007,36000,41.891931,-87.7019827,google
28,POD Camera,Kostner & Monroe,2010,20000,41.8796575,-87.7354286,google
28,High Definition Camera,Kostner & Wilcox,2012,1800,41.8787738,-87.735392,google
42,Miscellaneous-CDOT,Lakefront Trail Chicago River & Grand Av,2008,2000,41.9215552,-87.7810244,google
31,POD Camera,Lamon & Nelson,2010,20000,41.936057,-87.7492294,google
29,POD Camera,Laramie Ave & uincy St,2006,24000,41.877562,-87.7549488,google
45,Miscellaneous-CDOT,Lawrence & Lavergne,2007,1700,41.9679801,-87.752639,google
47,Miscellaneous-CDOT,Lawrence & Washtenaw,2008,1100,41.9685565,-87.6962416,google
41,Miscellaneous Other,LeHigh & Hiawatha - underpass,2013,3000,42.0024082,-87.7684099,google
2,POD Camera,Lexington & California,2009,13000,41.8719066,-87.7002936,google
32,Miscellaneous-CDOT,Lincoln & Barry to Greenview,2008,140,41.9314485,-87.6663614,google
32,Miscellaneous-CDOT,Lincoln & Barry to Greenview,2009,1816,41.9314485,-87.6663614,google
47,Streetscape,Lincoln & Western,2007,2500,41.5061715,-87.6743998,google
48,Chicago Park District,Lincoln Park Walking Path - W. of LSD & E. of Sheridan,2012,20000,41.9152119,-87.6312121,google
43,Miscellaneous-CDOT,Lincoln Park West & Dickens,2005,50000,41.9201749,-87.6361546,google
43,Miscellaneous-CDOT,Lincoln Park West at Belden & Webster,2007,419050,41.9237974,-87.6365028,google
15,POD Camera,Lithuanian Plaza Ct. (69 th & Rockwell),2009,13000,41.7682592,-87.6882254,google
37,POD Camera,Lockwood & Huron,2007,12000,41.8929846,-87.7579741,google
35,Miscellaneous-CDOT,Logan Blvd & Kedzie,2010,600,41.9279686,-87.70671,google
25,POD Camera,Loomis & Cullerton,2007,28000,41.8551573,-87.6612433,google
48,Miscellaneous-Other,LSD & Bryn Mawr viaduct,2006,15000,41.7661459,-87.5772514,google
48,Miscellaneous-Other,LSD & Bryn Mawr,2006,57805,41.983678,-87.6580019,google
48,Miscellaneous-Other,LSD & Bryn Mawr,2006,14090,41.983678,-87.6580019,google
2,POD Camera,Madison & Francisco,2009,13000,41.8810418,-87.698724,google
28,POD Camera,Madison & Keeler,2010,20000,41.8806744,-87.7305726,google
30,POD Camera,Mason & George,2010,20000,41.9329768,-87.7748067,google
29,Miscellaneous-CDOT,Mayfield & Madison to Adams,2006,41560,NA,NA,google
28,POD Camera,Maypole & Kildare,2005,24000,41.8845885,-87.7331343,google
28,POD Camera,Maypole & Laramie,2006,24000,41.8843223,-87.7552198,google
11,Schools,McInerney Playlot-4400 S Halsted & Emerald,2007,10000,41.8134874,-87.645648,google
43,Miscellaneous-CDOT,Milwaukee Av. & wood pavers testing,2008,6600,41.9064805,-87.6713726,google
1,Pole Painting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,5880,41.6762968,-87.6806066,google
1,Pole Painting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,7600,41.6762968,-87.6806066,google
1,Street Lighting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,51300,41.6762968,-87.6806066,google
39,Miscellaneous-CDOT,Monticello Av. & North Branch of the Chicago River,2007,22850,41.887776277527,-87.6229541328351,google
46,MONTROSE&CLARENDON; SE BROADWAY &W WILSON AVE; N HAZEL ST &  W MONTROSE AVE; N BROADWAY &  W SUNNYSIDE AVE,MONTROSE & CLARENDON,2022,30970,41.9618328,-87.649921,google
43,Miscellaneous-CDOT,Multiple locations along Clark & on Diversey,2010,3400,41.9314339,-87.7539673,google
33,In-Road State Law Stop for Pedestria,N ALBANY AV & N ELSTON AV,2010,761,41.9442051,-87.7052878,google
33,Street Light Arterial,N ALBANY AVE & W BYRON ST,2012,3000,41.9521225,-87.7055106,google
27,2 POD CAMERAS - N. ALBANY/W. FULTON & 2100 W MAYPOLE,N ALBANY AVE & W FULTON BLVD,2018,27011,41.886454678000064,-87.70381445399994,census
33,Sidewalk Menu,N ALBANY AVE & W GUNNISON ST,2018,10601.23,41.96938495400008,-87.70605755099996,census
50,Street Resurfacing Menu,N ALBANY AVE & W PETERSON AVE,2022,50642.98,41.990399,-87.7066737,google
49,Alley Resurfacing Menu,N ASHLAND AVE & N ROGERSAVE,2022,5288.28666666667,42.0180191,-87.6710683,google
32,Miscellaneous-CDOT,N ASHLAND AVE & W ARMITAGE AVE,2011,4700,41.9179302,-87.6680407,google
40,Miscellaneous CDOT Projects,N ASHLAND AVE & W BERWYN AVE,2022,69557,41.9779942,-87.6695898,google
2,1 360 POD Camera: N Ashland & W Blackhawk,N ASHLAND AVE & W BLACKHAWK ST,2021,24335,41.9069482,-87.6676636,google
40,Accessible Pedestrian Signal,N ASHLAND AVE & W CATALPA AVE,2018,44468,41.981635,-87.6698339,google
1,Pedestrian Refuge Island Menu,N ASHLAND AVE & W CHESTNUT ST,2020,27528.19,41.8978987,-87.6672588,google
1,Bollard Menu,N ASHLAND AVE & W CHICAGO AV (800 N),2011,2661,41.8967151,-87.6477403,google
48,Left-Turn Arrow Menu,N ASHLAND AVE & W FOSTER AVE,2016,31335.45,41.9761714,-87.6695407,google
32,1 POD Camera + LPR Existing: Ashland & Fullerton,N ASHLAND AVE & W FULLERTON AVE,2021,35747,41.9251462,-87.6682275,google
49,Alley Resurfacing Menu,N ASHLAND AVE & W HOWARD ST,2022,5288.28666666667,42.0193622,-87.6713202,google
47,Pavement Markings,N ASHLAND AVE & W IRVING PARK RD,2015,2000,41.9542422,-87.668978,google
47,Arterial Street Bump Outs Menu,N ASHLAND AVE & W SUNNYSIDE AVE,2021,44082.01,41.963411,-87.669222,google
32,Traffic Equipment,N ASHLAND AVE & W WEBSTER AVE,2014,5200,41.9215367,-87.6686977,google
45,Miscellaneous-CDOT,N AUSTIN AV & W STRONG ST,2010,900,41.97030550800008,-87.77828688699998,census
45,In-Road State Law Stop,N AUSTIN AVE & W BERWYN AVE,2012,800,41.97748100700005,-87.77814217099996,census
45,In-Road State Law Stop,N AUSTIN AVE & W STRONG ST,2012,950,41.97030550800008,-87.77828688699998,census
45,In-Road State Law Stop,N AUSTIN AVE & W STRONG ST,2013,950,41.97030550800008,-87.77828688699998,census
45,Sidewalk Menu,N AUSTIN AVE & W STRONG ST,2018,6951.43,41.97030550800008,-87.77828688699998,census
30,Roadway Conversion with Traffic Signal Removal,N AUSTIN AVE & W WRIGHTWOOD AVE,2021,6713.6,41.92748566800003,-87.77583877599994,census
29,Mural project - Austin and Corcoran Viaduct,N AUSTIN BLVD & W LAKE ST,2016,60000,41.8880255,-87.7749024,google
30,Alley Resurfacing Menu,N AVERS AVE & W BELMONT AVE,2017,17357.805,41.93913932100003,-87.72351994199994,census
35,In-Road State Law Stop For Pedestrians Signs Menu,N AVERS AVE & W LAWRENCE AVE,2016,600,41.968283504000055,-87.72438421799995,census
45,Pedestrian Refuge Island,N AVONDALE AVE & N MCVICKER AVE,2012,18836,41.9794154,-87.7795479,google
45,In-Road State Law Stop,N AVONDALE AVE & N MCVICKER AVE,2013,550,41.9794154,-87.7795479,google
30,Pavement Markings,N AVONDALE AVE & W EDDY ST,2015,2400,41.945583201000034,-87.71855136099998,census
46,Street Bump Outs Menu,N BEACON ST & W LELAND AVE,2021,29221.91,41.96712979700004,-87.66411404699994,census
46,Traffic Signal,N BEACON ST & W SUNNYSIDE AVE,2015,1532,41.96348777900005,-87.66375225699994,census
50,Street Bump Outs Menu,N BELL AVE & W ESTES AVE,2022,28784.75,42.01111138400006,-87.68605861199995,census
47,In-Road State Law Stop,N BELL AVE & W MONTROSE AVE,2012,800,41.96136527800007,-87.68504157999996,census
48,In-Road State Law Stop For Pedestrians Signs Menu,N BOSWORTH AVE & W DEVON AVE,2019,600,41.9981008,-87.6691621,google
1,Miscellaneous Other,N BOSWORTH AVE & W LE MOYNE ST,2014,8900,41.90883741000005,-87.66642146199996,census
46,Left-Turn Arrow Menu,N BROADWAY & N CLARENDON AVE,2015,90000,41.953288,-87.6496658,google
46,Curb & Gutter Menu,N BROADWAY & W AINSLIE ST,2021,2077.035,41.9715152,-87.6597306,google
44,In-Road State Law Stop,N BROADWAY & W ALDINE AVE,2012,410,41.9418609,-87.6444556,google
44,In-Road State Law Stop,N BROADWAY & W ALDINE AVE,2014,550,41.9418609,-87.6444556,google
44,In-Road State Law Stop,N BROADWAY & W ALDINE AVE,2015,700,41.9418609,-87.6444556,google
48,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,N BROADWAY & W ARDMORE AVE,2019,12500,41.987253,-87.6602371,google
46,Traffic Signals,N BROADWAY & W BELLE PLAINE AV,2005,200000,41.9568858,-87.6520265,google
44,Left-Turn Arrow Menu,N BROADWAY & W BELMONT AVE,2020,99119,41.9400607,-87.6444035,google
44,In-Road State Law Stop,N BROADWAY & W BRIAR PL,2012,410,41.9386772,-87.6443673,google
44,In-Road State Law Stop,N BROADWAY & W BRIAR PL,2013,550,41.9386772,-87.6443673,google
44,In-Road State Law Stop,N BROADWAY & W BRIAR PL,2014,550,41.9386772,-87.6443673,google
44,In-Road State Law Stop,N BROADWAY & W BRIAR PL,2015,350,41.9386772,-87.6443673,google
44,Alley Resurfacing Menu,N BROADWAY & W BUCKINGHAM PL,2022,9281.22,41.94277731900007,-87.64450503599994,census
48,Arterial Street Bump Outs Menu,N BROADWAY & W DEVON AVE,2017,125000,41.9982019,-87.6605947,google
48,OEMC Camera Project,N BROADWAY & W DEVON AVE,2021,99538.27,41.9982019,-87.6605947,google
46,Pole Painting,N BROADWAY & W GRACE ST,2010,4050,41.95119898300004,-87.64961833299998,census
48,Alley Resurfacing Menu,N BROADWAY & W GRANVILLE AVE,2022,5047.415,41.99455346800005,-87.66040368999995,census
46,4 POD Cameras: Hazel & Wilson; Clarendon & Wilson Broadway & Leland; Addison & Pine Grove,N BROADWAY & W LELAND AVE,2021,24776,41.96721421400008,-87.65863091999995,census
46,Traffic Signals,N BROADWAY & W MONTROSE AV,2005,85000,41.96177530700004,-87.65514165799999,census
