ward,type,location,year,est_cost,id,lat,long,query
2,Street Bump Outs Menu,E DELAWARE PL & N MICHIGAN AVE,2020,22000,2396,41.89921380000004,-87.62412420699997,census
2,Pedestrian Countdown Signal Menu,E DIVISION ST & N LAKE SHORE DR,2016,5000,2247,41.9040332,-87.6250004,google
2,Division Street Underpass,E DIVISION ST & N LAKE SHORE DR,2017,100000,2283,41.9040332,-87.6250004,google
43,Miscellaneous Other,E DIVISION ST & N LAKE SHORE DR,2012,13471,37574,41.9040332,-87.6250004,google
43,Division St Underpass,E DIVISION ST & N LAKE SHORE DR,2016,100000,37834,41.9040332,-87.6250004,google
43,Pedestrian Countdown Signal Menu,E DIVISION ST & N LAKE SHORE DR,2016,5000,37839,41.9040332,-87.6250004,google
43,Viaduct Improvement Menu,E DIVISION ST & N LAKE SHORE DR,2018,14500,37961,41.9040332,-87.6250004,google
42,Street Lighting,E GRAND AV & N MICHIGAN L AV,2010,15000,36568,41.8918954,-87.6143793,google
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N COLUMBUS DR,2018,27011,36953,41.8918125,-87.6202184,google
42,2 LPR on Existing Cameras: Lake Shore Drive & Grand Ave,E GRAND AVE & N LAKE SHORE DR,2021,21942,37026,41.9125031,-87.6270385,google
42,Left-Turn Arrow Menu,E GRAND AVE & N MCCLURG CT,2018,19150,36947,41.89184936600003,-87.61769238699998,census
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N MCCLURG CT,2018,27011,36953,41.89184936600003,-87.61769238699998,census
42,Miscellaneous CDOT Projects,E GRAND AVE & N MICHIGAN LOWER AVE,2016,149.31,36861,41.8918954,-87.6143793,google
42,Miscellaneous CDOT Projects,E GRAND AVE & N MICHIGAN LOWER AVE,2017,4095.16,36901,41.8918954,-87.6143793,google
42,POD CAMERAS: Grand & Columbus; Grand & Peshtigo Ct; Grand & McClurg,E GRAND AVE & N PESHTIGO CT,2018,27011,36953,41.89188956500004,-87.61519201699997,census
42,Traffic Equipment,E GRAND AVE & N ST CLAIR ST,2014,2862,36781,41.8917636,-87.6226751,google
42,Pavement Markings,E HURON ST & N MICHIGAN AVE,2015,1200,36810,41.8949498,-87.6241795,google
4,Miscellaneous-Other,E Hyde Park Blvd & S Lake Park Ave,2010,66209,3376,41.80247521100006,-87.58786080299996,census
4,Left-Turn Arrow Menu,E HYDE PARK BLVD & S LAKE PARK AVE,2017,70000,3656,41.80247521100006,-87.58786080299996,census
4,Left-Turn Arrow Menu,E HYDE PARK BLVD & S LAKE PARK AVE,2018,6644,3696,41.80247521100006,-87.58786080299996,census
4,In-Road State Law Stop for Pedestria,E HYDE PARK BV & S HARPER AV,2010,410,3353,41.80245511100003,-87.58915118699997,census
42,10 LPR Cameras - Various Locations; 7 on Existing POD Cameras; 3 New Cameras,E ILLINOIS ST & N MCCLURG CT,2019,53009,36982,41.89105342900007,-87.61766826799999,census
42,Street Lighting,E ILLINOIS ST & N MICHIGAN L AV,2010,15000,36569,41.8915277,-87.6222427,google
42,1 POD Camera: Streeter & Illinois,E ILLINOIS ST & N STREETER DR,2021,24776,37023,41.89113784600005,-87.61109173199998,census
42,Viaduct Improvement Menu,E KINZIE ST & N WABASH LOWER AVE,2022,100000,37091,41.8892983,-87.6265975,google
43,Pavement Markings,E LA SALLE DR & N LAKE SHORE DR,2015,900,37753,41.9124238,-87.6269786,google
43,4 LPR w/o Existing Camera: Lake Shore Drive & LaSalle,E LA SALLE DR & N LAKE SHORE DR,2021,109640,38034,41.9124238,-87.6269786,google
20,Mural at E. Marquette and S. Dorchester,E MARQUETTE RD & S DORCHESTER AVE,2016,55550,17349,41.775124,-87.591168,google
42,In-Road State Law Stop,E MCFETRIDGE DR & E MCFETRIDGE DR S,2013,550,36685,41.8650031,-87.6170362,google
2,In-Road State Law Stop for Pedestria,E MCFETRIDGE DR & E MUSEUM DR,2008,347,1333,41.8650031,-87.6170362,google
2,Miscellaneous-CDOT,E MCFETRIDGE DR & S LAKE SHORE DR,2009,63,1568,41.86507691700007,-87.61405840899994,census
2,In-Road State Law Stop,E MCFETRIDGE DR & S MUSEUM CAMPUS DR,2013,550,2040,41.8650031,-87.6170362,google
5,Traffic Signals,E MIDWAY PLAISANCE & S ELLIS AV,2005,250000,3883,41.787163,-87.601216,google
5,In-Road State Law Stop,E MIDWAY PLAISANCE & S ELLIS AVE,2013,3300,4208,41.787163,-87.601216,google
5,In-Road State Law Stop,E MIDWAY PLAISANCE & S ELLIS AVE,2014,3300,4245,41.787163,-87.601216,google
42,Miscellaneous-CDOT,E NORTH WATER ST & N CITY FRONT PLAZA DR,2009,2600,36517,41.8909546,-87.6230617,google
42,Street Speed Hump Menu,E NORTH WATER ST & N MCCLURG CT (400 E)Dead End (530 E),2011,1850,36620,41.88919,-87.618103,google
2,Miscellaneous CDOT Projects,E OAK ST & N MICHIGAN AVE,2017,19702.21,2287,41.9008,-87.6241339,google
42,Miscellaneous CDOT Projects,E OAK ST & N MICHIGAN AVE,2017,19702.21,36902,41.9008,-87.6241339,google
4,Miscellaneous CDOT Projects,E OAKWOOD BLVD & S LAKE PARK AVE,2017,2100,3657,41.8242413,-87.6034316,google
4,2 POD Camera; 3 LPRs w/o Existing Camera - Various Locations,E OAKWOOD BLVD & S LSD OAKWOOD BL ER,2021,26356.4,3762,41.8227273,-87.6079821,google
3,Pole Painting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,1200,2633,41.82265504500003,-87.61669947499996,census
3,Pole Painting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,400,2634,41.82265504500003,-87.61669947499996,census
3,Street Lighting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,800,2637,41.82265504500003,-87.61669947499996,census
3,Street Lighting,E OAKWOOD DR & DR. MARTIN LUTHER KING JR. DR,2008,5400,2638,41.82265504500003,-87.61669947499996,census
42,Traffic Equipment,E OHIO ST & N FAIRBANKS CT,2014,2863,36790,41.89260108500008,-87.62025305599997,census
42,Traffic Equipment,E OHIO ST & N MCCLURG CT,2014,2862,36782,41.89264530400004,-87.61771248699995,census
42,Traffic Equipment,E OHIO ST & N ST CLAIR ST,2014,2863,36788,41.89256088600007,-87.62268910699999,census
42,Pedestrian Countdown Signal Menu,E OHIO ST & N WABASH AVE,2016,20051.1,36867,41.8924923,-87.6267502,google
42,Street Light Pole Painting Menu,E OHIO ST & N WABASH AVE,2017,2450,36921,41.8924923,-87.6267502,google
42,Partial Traffic Signal Modernization,E ONTARIO ST & N MICHIGAN AVE,2016,10013,36862,41.89333672500004,-87.62421264499994,census
2,POD CAMERA - PEARSON ST & DEWITT PLACE,E PEARSON ST & N DEWITT PL,2018,27011,2335,41.89764202400005,-87.62018069799996,census
2,1 PTZ Camera - NE Lake Shore Drive at E Pearson,E PEARSON ST & N LAKE SHORE DR,2022,24776,2455,41.897678203000055,-87.61763208899998,census
42,Miscellaneous-CDOT,E PEARSON ST & N LAKE SHORE DR,2007,600,36430,41.897678203000055,-87.61763208899998,census
2,1 POD Camera: E PEARSON AND MIES VAN DER ROHE,E PEARSON ST & N MIES VAN DER ROHE WAY,2021,24776,2416,41.89761790500006,-87.62183689099999,census
3,Left-Turn Arrow Menu,E PERSHING RD & S INDIANA AVE,2013,59254,2812,41.82377659400004,-87.62159971799997,census
42,Pedestrian Countdown,E RANDOLPH LOWER ST & E RANDOLPH ST,2013,28000,36718,41.8847679,-87.6235178,google
42,Left-Turn Arrow Menu,E RANDOLPH ST & N COLUMBUS DR,2014,26950,36752,41.8844345,-87.6206769,google
42,In-Road State Law Stop,E RANDOLPH ST & N FIELD BLVD,2014,950,36730,41.8845342,-87.6173955,google
42,In-Road State Law Stop,E RANDOLPH ST & N FIELD BLVD,2015,600,36800,41.8845342,-87.6173955,google
42,Miscellaneous-CDOT,E Randolph St & N Harbor Dr,2007,2600,36423,41.8846703,-87.6157612,google
42,In-Road State Law Stop for Pedestrians S,E RANDOLPH ST & N HARBOR DR,2011,550,36595,41.8846703,-87.6157612,google
42,In-Road State Law Stop,E RANDOLPH ST & N HARBOR DR,2014,350,36729,41.8846703,-87.6157612,google
42,Traffic Signal LED,E RANDOLPH ST & N MICHIGAN AVE,2014,6073,36791,41.88447287300005,-87.62444981799996,census
42,Pavement Markings,E RANDOLPH ST & N STETSON AVE,2015,23000,36812,41.8845158,-87.6222804,google
3,OEMC POD CAMERA - ROOSEVELT ROAD/STATE STREET UNDERPASS,E ROOSEVELT RD & S HOLDEN CT,2018,27011,2981,41.8718247,-87.6267704,google
2,Pole Painting,E SOLIDARITY DR & S LYNN WHITE DR (800 E)Dead End (900 E),2011,6000,1873,NA,NA,google
2,Street Lighting,E SOLIDARITY DR & S LYNN WHITE DR (800 E)Dead End (900 E),2011,9600,1889,NA,NA,google
42,Pedestrian Refuge Island Menu,E SOUTH WATER ST & N COLUMBUS DR,2016,105009.17,36868,41.8867847,-87.6206043,google
42,Miscellaneous-CDOT,E WACKER DR & S FIELD BLVD,2007,2900,36424,41.8881348,-87.6225678,google
42,Miscellaneous CDOT Projects,E WACKER LOWER DR & N WABASH LOWER AVE,2018,42719,36950,41.8880601,-87.6237243,google
20,POD Camera,E. 69 th St. & Indiana,2008,13000,17050,41.7692391,-87.6202091,google
10,Miscellaneous-Other,East Side & Ewing Ave. Study,2009,45000,7900,41.7037024,-87.5353026,google
42,New Alley Construction,"Erie, Ontario, Kingsbury & Orleans",2006,51281,36327,NA,NA,google
1,Miscellaneous-CDOT,Fairfield & Wellington,2008,12553,257,41.9357451,-87.6964948,google
28,POD Camera,Ferdinand & Lamon,2005,24000,24061,41.8895448,-87.7480526,google
28,POD Camera,Ferdinand & Laramie,2005,24000,24060,41.8893007,-87.755376,google
19,Chicago Park District,Firemans Memorial Park 106 th & Western,2008,50000,16415,41.7059087,-87.7636486,google
48,Miscellaneous-Other,Foster & Lake Shore Drive,2008,107770,41583,41.8127955,-87.5905131,google
28,POD Camera,Fulton & Laramie,2005,24000,24059,41.8856349,-87.7552681,google
28,POD Camera,Fulton & Lockwood,2005,24000,24058,41.8856005,-87.7576979,google
2,Miscellaneous-Other,Giles & 35 th,2008,2259.66666666667,1559,41.8310656,-87.6193279,google
28,POD Camera,Gladys & Springfield,2005,24000,24063,41.8762124,-87.7230627,google
26,POD Camera,Grand Ave. & Paulina,2009,25000,22533,41.8909345,-87.6695745,google
41,1 LPR/Existing Camera - NE 6000 N. Northwest Hwy,GRANVILLE AVE & N RAVENSWOOD AVE,2022,5485.5,36172,41.9943412,-87.6753959,google
49,Miscellaneous-CDOT,Greenview & Greenleaf,2008,1300,42377,42.0103011,-87.6679372,google
49,Street Resurface Menu - Change Orde,Greenview & Morse to Howard,2009,1210,42422,42.0187687,-87.6725351,google
44,POD Camera,Halsted & Aldine (NE corner),2009,25000,38245,41.941784,-87.6493212,google
44,Traffic Signals,Halsted & Waveland,2009,50000,38241,41.9491137,-87.6495417,google
46,Traffic Signals,Halsted & Waveland,2009,50000,39880,41.9491137,-87.6495417,google
2,POD Camera,Hamilton & Adams (2100 Adams),2007,12000,1310,41.8787957,-87.6794393,google
41,Miscellaneous-CDOT,Hiawatha & Leigh Viaduct,2011,29211,35817,41.999432,-87.7620416,google
41,Miscellaneous-CDOT,Higgins & Harlem,2008,36000,35665,41.9811164,-87.8070562,google
26,POD Camera,Hirsch & Rockwell (northwest corner),2011,20000,22637,NA,NA,google
48,POD Camera,Hollywood & Kenmore (2012 installation),2010,22500,41641,NA,NA,google
26,POD Camera,Homan & Evergreen,2009,25000,22528,41.9055086,-87.7117635,google
25,POD Camera,Hoyne & 18,2007,28000,21512,41.8817423,-87.6790898,google
42,Miscellaneous-CDOT,Illinois & Michigan to Columbus Dr.,2006,25000,36309,NA,NA,google
42,Miscellaneous-CDOT,Illinois St. between LaSalle & Orleans,2007,500,36419,41.9033908,-87.6374657,google
38,Miscellaneous-CDOT,IRVING PARK RD & N KEELER AVE,2010,11900,33427,41.95359885600004,-87.73247223099997,census
2,POD Camera,Jackson & California,2009,13000,1736,41.877369,-87.695824,google
24,Miscellaneous-CDOT,Jackson Blvd & Kilpatrick Ave,2008,15000,20791,41.8768745,-87.7426855,google
28,Miscellaneous-CDOT,Jackson Blvd & Kilpatrick Ave,2008,15000,24180,41.8768745,-87.7426855,google
30,POD Camera,Kedvale & Wabansia,2010,20000,26019,41.9116567,-87.7300403,google
33,POD Camera,Kedzie & Montrose (SW corner),2006,245,28778,41.961192,-87.7082388,google
33,POD Camera,Kedzie & Montrose (SW corner),2007,8563,28828,41.961192,-87.7082388,google
33,POD Camera,Kedzie & Montrose (SW corner),2008,16192,28876,41.961192,-87.7082388,google
28,POD Camera,Kedzie & Walnut,2005,24000,24065,41.8853888,-87.7062426,google
48,POD Camera,Kemore & Glenlake (2012 installation),2010,22500,41640,41.9928183,-87.6733493,google
46,Miscellaneous-CDOT,Kenmore Ave & Buena Ave.,2007,27300,39799,41.958623715000044,-87.65624310699997,census
31,POD Camera,Kenneth & Dickens,2010,20000,27197,41.9188564,-87.7376071,google
9,POD Camera,Kensington & Prairie,2009,24000,6922,41.683963,-87.616766,google
31,POD Camera,Kilpatrick & McLean,2010,20000,27196,41.9178571,-87.7437083,google
35,Miscellaneous-CDOT,Kimball & Belmont,2010,73262,30717,41.9392819,-87.7124876,google
42,Miscellaneous-CDOT,Kinzie & Jefferson,2007,600,36421,41.889065,-87.6428784,google
42,Miscellaneous-CDOT,Kinzie & Ohio,2007,36000,36429,NA,NA,google
28,POD Camera,Kostner & Monroe,2010,20000,24276,41.8796575,-87.7354286,google
28,High Definition Camera,Kostner & Wilcox,2012,1800,24362,41.8787738,-87.735392,google
42,Miscellaneous-CDOT,Lakefront Trail Chicago River & Grand Av,2008,2000,36457,41.8828825,-87.6138807,google
31,POD Camera,Lamon & Nelson,2010,20000,27198,41.936057,-87.7492294,google
29,POD Camera,Laramie Ave & uincy St,2006,24000,24896,41.877562,-87.7549488,google
45,Miscellaneous-CDOT,Lawrence & Lavergne,2007,1700,39050,41.9679801,-87.752639,google
47,Miscellaneous-CDOT,Lawrence & Washtenaw,2008,1100,40501,41.9685565,-87.6962416,google
2,POD Camera,Lexington & California,2009,13000,1734,41.8842052,-87.6963543,google
32,Miscellaneous-CDOT,Lincoln & Barry to Greenview,2008,140,28002,41.9314485,-87.6663614,google
32,Miscellaneous-CDOT,Lincoln & Barry to Greenview,2009,1816,28062,41.9314485,-87.6663614,google
47,Streetscape,Lincoln & Western,2007,2500,40477,NA,NA,google
43,Miscellaneous-CDOT,Lincoln Park West & Dickens,2005,50000,37104,41.9201749,-87.6361546,google
43,Miscellaneous-CDOT,Lincoln Park West at Belden & Webster,2007,419050,37241,41.9237974,-87.6365028,google
15,POD Camera,Lithuanian Plaza Ct. (69 th & Rockwell),2009,13000,13304,41.7682592,-87.6882254,google
37,POD Camera,Lockwood & Huron,2007,12000,32477,41.8929846,-87.7579741,google
35,Miscellaneous-CDOT,Logan Blvd & Kedzie,2010,600,30715,41.9287629,-87.707601,google
25,POD Camera,Loomis & Cullerton,2007,28000,21512,41.8551573,-87.6612433,google
48,Miscellaneous-Other,LSD & Bryn Mawr viaduct,2006,15000,41488,41.7661459,-87.5772514,google
48,Miscellaneous-Other,LSD & Bryn Mawr,2006,57805,41489,41.983678,-87.6580019,google
48,Miscellaneous-Other,LSD & Bryn Mawr,2006,14090,41490,41.983678,-87.6580019,google
2,POD Camera,Madison & Francisco,2009,13000,1735,41.8810418,-87.698724,google
28,POD Camera,Madison & Keeler,2010,20000,24275,41.8806744,-87.7305726,google
30,POD Camera,Mason & George,2010,20000,26017,41.9329768,-87.7748067,google
29,Miscellaneous-CDOT,Mayfield & Madison to Adams,2006,41560,24854,NA,NA,google
28,POD Camera,Maypole & Kildare,2005,24000,24062,41.8845885,-87.7331343,google
28,POD Camera,Maypole & Laramie,2006,24000,24128,41.8843223,-87.7552198,google
43,Miscellaneous-CDOT,Milwaukee Av. & wood pavers testing,2008,6600,37282,41.9064805,-87.6713726,google
1,Pole Painting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,5880,75,41.6762968,-87.6806066,google
1,Pole Painting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,7600,76,41.6762968,-87.6806066,google
1,Street Lighting,MILWAUKEE AVE & DAMEN TO WESTERN,2005,51300,85,41.6762968,-87.6806066,google
39,Miscellaneous-CDOT,Monticello Av. & North Branch of the Chicago River,2007,22850,34065,41.887776277527,-87.6229541328351,google
46,MONTROSE&CLARENDON; SE BROADWAY &W WILSON AVE; N HAZEL ST &  W MONTROSE AVE; N BROADWAY &  W SUNNYSIDE AVE,MONTROSE & CLARENDON,2022,30970,40266,41.9618328,-87.649921,google
43,Miscellaneous-CDOT,Multiple locations along Clark & on Diversey,2010,3400,37417,41.9314339,-87.7539673,google
33,In-Road State Law Stop for Pedestria,N ALBANY AV & N ELSTON AV,2010,761,28903,41.94420437900004,-87.70530985199997,census
33,Street Light Arterial,N ALBANY AVE & W BYRON ST,2012,3000,28976,41.9521225,-87.7055106,google
27,2 POD CAMERAS - N. ALBANY/W. FULTON & 2100 W MAYPOLE,N ALBANY AVE & W FULTON BLVD,2018,27011,23838,41.8864514,-87.703808,google
33,Sidewalk Menu,N ALBANY AVE & W GUNNISON ST,2018,10601.23,29242,41.9693852,-87.7060423,google
50,Street Resurfacing Menu,N ALBANY AVE & W PETERSON AVE,2022,50642.98,43556,41.990399,-87.7066737,google
49,Alley Resurfacing Menu,N ASHLAND AVE & N ROGERSAVE,2022,5288.28666666667,43017,42.0180191,-87.6710683,google
32,Miscellaneous-CDOT,N ASHLAND AVE & W ARMITAGE AVE,2011,4700,28174,41.9179302,-87.6680407,google
40,Miscellaneous CDOT Projects,N ASHLAND AVE & W BERWYN AVE,2022,69557,35454,41.9779942,-87.6695898,google
2,1 360 POD Camera: N Ashland & W Blackhawk,N ASHLAND AVE & W BLACKHAWK ST,2021,24335,2412,41.9069482,-87.6676636,google
40,Accessible Pedestrian Signal,N ASHLAND AVE & W CATALPA AVE,2018,44468,35297,41.981635,-87.6698339,google
1,Pedestrian Refuge Island Menu,N ASHLAND AVE & W CHESTNUT ST,2020,27528.19,912,41.8978987,-87.6672588,google
1,Bollard Menu,N ASHLAND AVE & W CHICAGO AV (800 N),2011,2661,384,41.8967151,-87.6477403,google
48,Left-Turn Arrow Menu,N ASHLAND AVE & W FOSTER AVE,2016,31335.45,41849,41.9761714,-87.6695407,google
32,1 POD Camera + LPR Existing: Ashland & Fullerton,N ASHLAND AVE & W FULLERTON AVE,2021,35747,28585,41.9251462,-87.6682275,google
49,Alley Resurfacing Menu,N ASHLAND AVE & W HOWARD ST,2022,5288.28666666667,43017,42.0193622,-87.6713202,google
47,Pavement Markings,N ASHLAND AVE & W IRVING PARK RD,2015,2000,40913,41.9542422,-87.668978,google
47,Arterial Street Bump Outs Menu,N ASHLAND AVE & W SUNNYSIDE AVE,2021,44082.01,41277,41.963411,-87.669222,google
32,Traffic Equipment,N ASHLAND AVE & W WEBSTER AVE,2014,5200,28304,41.92155633400006,-87.66862435999997,census
45,Miscellaneous-CDOT,N AUSTIN AV & W STRONG ST,2010,900,39154,41.97030550800008,-87.77828688699998,census
45,In-Road State Law Stop,N AUSTIN AVE & W BERWYN AVE,2012,800,39256,41.97748100700005,-87.77814217099996,census
45,In-Road State Law Stop,N AUSTIN AVE & W STRONG ST,2012,950,39245,41.97030550800008,-87.77828688699998,census
45,In-Road State Law Stop,N AUSTIN AVE & W STRONG ST,2013,950,39283,41.97030550800008,-87.77828688699998,census
45,Sidewalk Menu,N AUSTIN AVE & W STRONG ST,2018,6951.43,39598,41.97030550800008,-87.77828688699998,census
30,Roadway Conversion with Traffic Signal Removal,N AUSTIN AVE & W WRIGHTWOOD AVE,2021,6713.6,26678,41.92748566800003,-87.77583877599994,census
29,Mural project - Austin and Corcoran Viaduct,N AUSTIN BLVD & W LAKE ST,2016,60000,25219,41.8880255,-87.7749024,google
30,Alley Resurfacing Menu,N AVERS AVE & W BELMONT AVE,2017,17357.805,26368,41.9391529,-87.7235239,google
35,In-Road State Law Stop For Pedestrians Signs Menu,N AVERS AVE & W LAWRENCE AVE,2016,600,30988,41.9682948,-87.7243578,google
45,Pedestrian Refuge Island,N AVONDALE AVE & N MCVICKER AVE,2012,18836,39259,41.9794154,-87.7795479,google
45,In-Road State Law Stop,N AVONDALE AVE & N MCVICKER AVE,2013,550,39282,41.9794154,-87.7795479,google
30,Pavement Markings,N AVONDALE AVE & W EDDY ST,2015,2400,26248,41.9455594,-87.71853,google
46,Street Bump Outs Menu,N BEACON ST & W LELAND AVE,2021,29221.91,40253,41.96712979700004,-87.66411404699994,census
46,Traffic Signal,N BEACON ST & W SUNNYSIDE AVE,2015,1532,40060,41.96348777900005,-87.66375225699994,census
50,Street Bump Outs Menu,N BELL AVE & W ESTES AVE,2022,28784.75,43552,42.01111138400006,-87.68605861199995,census
47,In-Road State Law Stop,N BELL AVE & W MONTROSE AVE,2012,800,40702,41.9613557,-87.6850316,google
48,In-Road State Law Stop For Pedestrians Signs Menu,N BOSWORTH AVE & W DEVON AVE,2019,600,42073,41.9981008,-87.6691621,google
1,Miscellaneous Other,N BOSWORTH AVE & W LE MOYNE ST,2014,8900,557,41.90883741000005,-87.66642146199996,census
46,Left-Turn Arrow Menu,N BROADWAY & N CLARENDON AVE,2015,90000,40053,41.953288,-87.6496658,google
46,Curb & Gutter Menu,N BROADWAY & W AINSLIE ST,2021,2077.035,40231,41.97145921500004,-87.65973236899998,census
44,In-Road State Law Stop,N BROADWAY & W ALDINE AVE,2012,410,38359,41.9418609,-87.6444556,google
44,In-Road State Law Stop,N BROADWAY & W ALDINE AVE,2014,550,38490,41.9418609,-87.6444556,google
44,In-Road State Law Stop,N BROADWAY & W ALDINE AVE,2015,700,38578,41.9418609,-87.6444556,google
48,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,N BROADWAY & W ARDMORE AVE,2019,12500,42077,41.98727345200007,-87.66017857699995,census
46,Traffic Signals,N BROADWAY & W BELLE PLAINE AV,2005,200000,39771,41.9568858,-87.6520265,google
44,Left-Turn Arrow Menu,N BROADWAY & W BELMONT AVE,2020,99119,38822,41.94004781600006,-87.64439649899998,census
44,In-Road State Law Stop,N BROADWAY & W BRIAR PL,2012,410,38360,41.9386772,-87.6443673,google
44,In-Road State Law Stop,N BROADWAY & W BRIAR PL,2013,550,38427,41.9386772,-87.6443673,google
44,In-Road State Law Stop,N BROADWAY & W BRIAR PL,2014,550,38494,41.9386772,-87.6443673,google
